"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"AQUIFOLIACEAE";"Ilex prostrata";"done";"published";"CR";"B1ab(iii)"
"ARACEAE";"Anthurium bromelicola";"done";"published";"NT";""
"ARACEAE";"Anthurium coriaceum";"done";"published";"LC";""
"ARACEAE";"Anthurium fontellanus";"done";"published";"DD";""
"ARACEAE";"Anthurium ianthinopodum";"done";"published";"NT";""
"ARACEAE";"Anthurium jilekii";"done";"published";"LC";""
"ARACEAE";"Anthurium jureianum";"done";"published";"VU";"D2"
"ARACEAE";"Anthurium kunthii";"done";"published";"LC";""
"ARACEAE";"Anthurium langsdorffii";"done";"published";"EN";"B1ab(i,ii,iii,iv)"
"ARACEAE";"Anthurium longifolium";"done";"published";"LC";""
"ARACEAE";"Anthurium lucidum";"done";"published";"EN";"B1ab(i,ii,iii)"
"ARACEAE";"Anthurium luschnathianum";"done";"published";"EN";"B1ab(i,iii,iv)"
"ARACEAE";"Anthurium organense";"done";"published";"NT";""
"ARACEAE";"Anthurium parasiticum";"done";"published";"LC";""
"ARACEAE";"Anthurium parvum";"done";"published";"NT";""
"ARACEAE";"Anthurium radicans";"done";"published";"VU";"B1ab(iii)+2ab(iii)"
"ARACEAE";"Anthurium xanthophylloides";"done";"published";"VU";"D2"
"ARACEAE";"Asterostigma cubense";"done";"published";"DD";""
"ARACEAE";"Asterostigma lividum";"done";"published";"LC";""
"ARACEAE";"Asterostigma lombardii";"done";"published";"LC";""
"ARACEAE";"Dieffenbachia aglaonematifolia";"done";"published";"LC";""
"ARACEAE";"Dracontioides desciscens";"done";"published";"LC";""
"ARACEAE";"Heteropsis flexuosa";"done";"published";"VU";"C1"
"ARACEAE";"Heteropsis spruceana";"done";"published";"NT";""
"ARACEAE";"Lemna valdiviana";"done";"published";"LC";""
"ARACEAE";"Philodendron fragile";"done";"published";"EN";"B1ab(i,iii,iv)"
"ARACEAE";"Philodendron hatschbachii";"done";"published";"NT";""
"ARACEAE";"Philodendron missionum";"done";"published";"LC";""
"ARACEAE";"Philodendron spiritus-sancti";"done";"published";"EN";"B1ab(i,iii,iv)"
"ARACEAE";"Philodendron vargealtense";"done";"published";"LC";""
"ARACEAE";"Stenospermation ulei";"done";"published";"DD";""
"ARACEAE";"Taccarum peregrinum";"done";"published";"LC";""
"ARACEAE";"Wolffiella oblonga";"done";"published";"DD";""
"ARALIACEAE";"Aralia warmingiana";"done";"published";"LC";""
"ARALIACEAE";"Dendropanax cuneatus";"done";"published";"LC";""
"ARALIACEAE";"Hydrocotyle exigua";"done";"published";"DD";""
"ARALIACEAE";"Hydrocotyle langsdorffii";"done";"published";"EN";"B1ab(i,iii)"
"ARALIACEAE";"Hydrocotyle pusilla";"done";"published";"LC";""
"ARALIACEAE";"Oreopanax capitatus";"done";"published";"LC";""
"ARALIACEAE";"Oreopanax fulvus";"done";"published";"LC";""
"ARALIACEAE";"Schefflera aurata";"done";"published";"CR";"B1ab(i,ii,iii)"
"ARALIACEAE";"Schefflera calva";"done";"published";"LC";""
"ARALIACEAE";"Schefflera gardneri";"done";"published";"EN";"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
"ARALIACEAE";"Schefflera glaziovii";"done";"published";"EN";"B1b(i,ii,iii)+2b(i,ii,iii)"
"ARALIACEAE";"Schefflera sprucei";"done";"published";"VU";"D2"
"ARALIACEAE";"Schefflera succinea";"done";"published";"EN";"B1b(i,ii,iii)+2b(i,ii,iii)"
"ARALIACEAE";"Schefflera varisiana";"done";"published";"LC";""
"ARAUCARIACEAE";"Araucaria angustifolia";"done";"published";"EN";"A2abcde"
"ARECACEAE";"Acrocomia emensis";"done";"published";"VU";"D2"
"ARECACEAE";"Acrocomia hassleri";"done";"published";"LC";""
"ARECACEAE";"Aiphanes ulei";"done";"published";"LC";""
"ARECACEAE";"Allagoptera arenaria";"done";"published";"LC";""
"ARECACEAE";"Allagoptera brevicalyx";"done";"published";"VU";"B1ab(iii,v)+2ab(iii,v)"
"ARECACEAE";"Astrocaryum aculeatissimum";"done";"published";"LC";""
"ARECACEAE";"Astrocaryum minus";"done";"published";"DD";""
"ARECACEAE";"Attalea barreirensis";"done";"published";"VU";"B2ab(iii,v)"
"ARECACEAE";"Attalea brasiliensis";"done";"published";"EN";"B1ab(iii,v)+2ab(iii,v)"
"ARECACEAE";"Attalea funifera";"done";"published";"NT";""
"ARECACEAE";"Attalea oleifera";"done";"published";"LC";""
"ARECACEAE";"Attalea phalerata";"done";"published";"LC";""
"ARECACEAE";"Attalea tessmannii";"done";"published";"LC";""
"ARECACEAE";"Bactris constanciae";"done";"published";"LC";""
"ARECACEAE";"Bactris ferruginea";"done";"published";"NT";""
"ARECACEAE";"Bactris hatschbachii";"done";"published";"LC";""
"ARECACEAE";"Bactris pickelii";"done";"published";"LC";""
"ARECACEAE";"Bactris timbuiensis";"done";"published";"EN";"B1ab(iii,v)+2ab(iii,v)"
"ARECACEAE";"Butia archeri";"done";"published";"LC";""
"ARECACEAE";"Butia capitata";"done";"published";"VU";"A4cd"
"ARECACEAE";"Butia eriospatha";"done";"published";"VU";"B2ab(ii,iii,iv,v)"
"ARECACEAE";"Butia leiospatha";"done";"published";"DD";""
"ARECACEAE";"Butia leptospatha";"done";"published";"CR";"B2ab(iii,v)"
"ARECACEAE";"Butia microspadix";"done";"published";"VU";"D2"
"ARECACEAE";"Butia paraguayensis";"done";"published";"LC";""
"ARECACEAE";"Butia purpurascens";"done";"published";"EN";"B1ab(i,ii,iii,iv,v)"
"ARECACEAE";"Butia yatay";"done";"published";"VU";"B1ab(iii)"
"ARECACEAE";"Euterpe edulis";"done";"published";"VU";"A1acd"
"ARECACEAE";"Geonoma gamiova";"done";"published";"LC";""
"ARECACEAE";"Geonoma schottiana";"done";"published";"LC";""
"ARECACEAE";"Itaya amicorum";"done";"published";"LC";""
"ARECACEAE";"Lytocaryum insigne";"done";"published";"VU";"B1ab(iii)"
"ARECACEAE";"Mauritia carana";"done";"published";"LC";""
"ARECACEAE";"Prestoea tenuiramosa";"done";"published";"LC";""
"ARECACEAE";"Syagrus botryophora";"done";"published";"LC";""
"ARECACEAE";"Syagrus glaucescens";"done";"published";"VU";"B1ab(iii,v)"
"ARECACEAE";"Syagrus macrocarpa";"done";"published";"EN";"B2ab(ii,iii,v)"
"ARECACEAE";"Syagrus mendanhensis";"done";"published";"CR";"B1ab(iii,v)"
"ARECACEAE";"Syagrus picrophylla";"done";"published";"VU";"D2"
"ARECACEAE";"Syagrus pseudococos";"done";"published";"LC";""
"ARECACEAE";"Syagrus romanzoffiana";"done";"published";"LC";""
"ARECACEAE";"Syagrus ruschiana";"done";"published";"VU";"B1ab(iii)"
"ARECACEAE";"Syagrus schizophylla";"done";"published";"NT";""
"ARECACEAE";"Syagrus smithii";"done";"published";"LC";""
"ARECACEAE";"Trithrinax brasiliensis";"done";"published";"NT";""
"ARECACEAE";"Wettinia drudei";"done";"published";"DD";""
"ARISTOLOCHIACEAE";"Aristolochia curviflora";"done";"published";"DD";""
"ARISTOLOCHIACEAE";"Aristolochia cymbifera";"done";"published";"LC";""
"ARISTOLOCHIACEAE";"Aristolochia hypoglauca";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ARISTOLOCHIACEAE";"Aristolochia labiata";"done";"published";"LC";""
"ARISTOLOCHIACEAE";"Aristolochia odora";"done";"published";"VU";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ARISTOLOCHIACEAE";"Aristolochia odoratissima";"done";"published";"LC";""
"ARISTOLOCHIACEAE";"Aristolochia wendeliana";"done";"published";"LC";""
"ARNELLIACEAE";"Gongylanthus liebmannianus";"done";"published";"EN";"B1ab(i,ii,iii)"
"ARNELLIACEAE";"Southbya organensis";"done";"published";"CR";"B2ab(ii,iii)"
"ASPLENIACEAE";"Asplenium austrobrasiliense";"done";"published";"NT";""
"ASPLENIACEAE";"Asplenium beckeri";"done";"published";"CR";"B2ab(iii)c(ii)"
"ASPLENIACEAE";"Asplenium bradeanum";"done";"published";"EN";"B1ab(iii)"
"ASPLENIACEAE";"Asplenium campos-portoi";"done";"published";"NT";""
"ASPLENIACEAE";"Asplenium castaneum";"done";"published";"EN";"B2ab(iii)"
"ASPLENIACEAE";"Asplenium lacinulatum";"done";"published";"LC";""
"ASPLENIACEAE";"Asplenium muellerianum";"done";"published";"LC";""
"ASPLENIACEAE";"Asplenium praemorsum";"done";"published";"LC";""
"ASPLENIACEAE";"Asplenium schwackei";"done";"published";"CR";"B2ab(iii)"
"ASPLENIACEAE";"Asplenium ulbrichtii";"done";"published";"LC";""
"ASPLENIACEAE";"Asplenium wacketii";"done";"published";"LC";""
"ASTERACEAE";"Acmella pusilla";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Acmella serratifolia";"done";"published";"LC";""
"ASTERACEAE";"Acritopappus catolesensis";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Acritopappus connatifolius";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Acritopappus irwinii";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Acritopappus pintoi";"done";"published";"CR";"B1ab(i,ii,iii,iv)+2b(i,ii,iii,iv)"
"ASTERACEAE";"Agrianthus almasensis";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Agrianthus giuliettiae";"done";"published";"EN";"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
"ASTERACEAE";"Anteremanthus hatschbachii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Aspilia almasensis";"done";"published";"VU";"D2"
"ASTERACEAE";"Aspilia attenuata";"done";"published";"LC";""
"ASTERACEAE";"Aspilia clausseniana";"done";"published";"LC";""
"ASTERACEAE";"Aspilia cordifolia";"done";"published";"EN";"B1ab(i,ii,iii)"
"ASTERACEAE";"Aspilia cylindrocephala";"done";"published";"VU";"B1ab(i,ii,iii)"
"ASTERACEAE";"Aspilia floribunda";"done";"published";"LC";""
"ASTERACEAE";"Aspilia grazielae";"done";"published";"EN";"B1ab(i,ii,iii)"
"ASTERACEAE";"Aspilia paraensis";"done";"published";"LC";""
"ASTERACEAE";"Aspilia pohlii";"done";"published";"DD";""
"ASTERACEAE";"Aspilia procumbens";"done";"published";"LC";""
"ASTERACEAE";"Aspilia silphioides";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Austrocritonia angulicaulis";"done";"published";"LC";""
"ASTERACEAE";"Austroeupatorium rosmarinaceum";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Baccharis brevifolia";"done";"published";"LC";""
"ASTERACEAE";"Baccharis concinna";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Baccharis elliptica";"done";"published";"EN";"B1ab(i,ii,iii,iv)"
"ASTERACEAE";"Baccharis grandimucronata";"done";"published";"LC";""
"ASTERACEAE";"Baccharis hypericifolia";"done";"published";"EN";"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
"ASTERACEAE";"Baccharis lychnophora";"done";"published";"VU";"D2"
"ASTERACEAE";"Baccharis megapotamica";"done";"published";"LC";""
"ASTERACEAE";"Baccharis paranensis";"done";"published";"NT";""
"ASTERACEAE";"Baccharis penningtonii";"done";"published";"VU";"B1ab(ii,iii,iv)"
"ASTERACEAE";"Baccharis polyphylla";"done";"published";"VU";"D2"
"ASTERACEAE";"Baccharis pseudo-alpestris";"done";"published";"VU";"B1ab(i,iii)"
"ASTERACEAE";"Baccharis sagittalis";"done";"published";"LC";""
"ASTERACEAE";"Baccharis sphenophylla";"done";"published";"NT";""
"ASTERACEAE";"Barrosoa apiculata";"done";"published";"LC";""
"ASTERACEAE";"Bidens bipinnata";"done";"published";"LC";""
"ASTERACEAE";"Calea abbreviata";"done";"published";"CR";"B1ab(i,ii,iii,iv)"
"ASTERACEAE";"Calea acaulis";"done";"published";"VU";"D2"
"ASTERACEAE";"Calea brittoniana";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Calea clausseniana";"done";"published";"LC";""
"ASTERACEAE";"Calea clematidea";"done";"published";"LC";""
"ASTERACEAE";"Calea cymosa";"done";"published";"LC";""
"ASTERACEAE";"Calea gentianoides";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Calea heteropappa";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"ASTERACEAE";"Calea kristiniae";"done";"published";"EN";"B1ab(i,iii)"
"ASTERACEAE";"Calea lantanoides";"done";"published";"LC";""
"ASTERACEAE";"Calea polycephala";"done";"published";"NT";""
"ASTERACEAE";"Calea serrata";"done";"published";"LC";""
"ASTERACEAE";"Campuloclinium parvulum";"done";"published";"VU";"B1ab(i,ii,iii,iv)"
"ASTERACEAE";"Campuloclinium riedelii";"done";"published";"LC";""
"ASTERACEAE";"Catolesia mentiens";"done";"published";"CR";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ASTERACEAE";"Chaptalia chapadensis";"done";"published";"CR";"B2ab(ii,iii);C2a(ii)"
"ASTERACEAE";"Chaptalia cordifolia";"done";"published";"VU";"B1ab(i,iii)"
"ASTERACEAE";"Chaptalia hermogenis";"done";"published";"CR";"B1ab(iii)"
"ASTERACEAE";"Chaptalia martii";"done";"published";"LC";""
"ASTERACEAE";"Chionolaena lychnophorioides";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Chresta souzae";"done";"published";"EN";"B1ab(i,iii)"
"ASTERACEAE";"Chresta sphaerocephala";"done";"published";"LC";""
"ASTERACEAE";"Chromolaena arrayana";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ASTERACEAE";"Chromolaena costatipes";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Chromolaena elliptica";"done";"published";"LC";""
"ASTERACEAE";"Chromolaena latisquamulosa";"done";"published";"DD";""
"ASTERACEAE";"Chromolaena rhinanthacea";"done";"published";"EN";"B1ab(i,ii,iii)"
"ASTERACEAE";"Chronopappus bifrons";"done";"published";"VU";"B1ab(iii,iv);D2"
"ASTERACEAE";"Chrysolaena nicolackii";"done";"published";"VU";"D2"
"ASTERACEAE";"Cololobus longiangustatus";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Cololobus rupestris";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Conocliniopsis prasiifolia";"done";"published";"LC";""
"ASTERACEAE";"Dasyanthina serrata";"done";"published";"LC";""
"ASTERACEAE";"Dasycondylus resinosus";"done";"published";"LC";""
"ASTERACEAE";"Dasyphyllum synacanthum";"done";"published";"DD";""
"ASTERACEAE";"Dendrophorbium catharinense";"done";"published";"VU";"D2"
"ASTERACEAE";"Dendrophorbium paranense";"done";"published";"EN";"B2ab(iii,iv)"
"ASTERACEAE";"Dendrophorbium pluricephalum";"done";"published";"LC";""
"ASTERACEAE";"Dimerostemma annuum";"done";"published";"EN";"B1ab(i,ii,iii,iv)"
"ASTERACEAE";"Dimerostemma apense";"done";"published";"NT";""
"ASTERACEAE";"Dimerostemma arnottii";"done";"published";"LC";""
"ASTERACEAE";"Dimerostemma bahiense";"done";"published";"DD";""
"ASTERACEAE";"Dimerostemma bishopii";"done";"published";"DD";""
"ASTERACEAE";"Dimerostemma episcopale";"done";"published";"EN";"B1ab(ii,iii,iv)"
"ASTERACEAE";"Dimerostemma grazielae";"done";"published";"VU";"B1ab(i,ii,iii)"
"ASTERACEAE";"Dimerostemma myrtifolium";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ASTERACEAE";"Disynaphia ericoides";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Disynaphia variolata";"done";"published";"EN";"B1ab(i,ii,iii)"
"ASTERACEAE";"Echinocoryne echinocephala";"done";"published";"EN";"B2ab(i,ii,iii)"
"ASTERACEAE";"Egletes viscosa";"done";"published";"LC";""
"ASTERACEAE";"Enydra anagallis";"done";"published";"LC";""
"ASTERACEAE";"Eremanthus argenteus";"done";"published";"EN";"B1ab(i,ii,iii,iv)"
"ASTERACEAE";"Eremanthus capitatus";"done";"published";"LC";""
"ASTERACEAE";"Eremanthus crotonoides";"done";"published";"LC";""
"ASTERACEAE";"Eremanthus leucodendron";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ASTERACEAE";"Eremanthus seidelii";"done";"published";"VU";"B1ab(i,ii,iii)"
"ASTERACEAE";"Chromolaena angusticeps";"done";"published";"EN";"B1ab(i,ii,iii)"
"ASTERACEAE";"Eupatorium lineatum";"done";"published";"DD";""
"ASTERACEAE";"Disynaphia praeficta";"done";"published";"EN";"B2ab(i,ii,iii)"
"ASTERACEAE";"Fleischmannia remotifolia";"done";"published";"LC";""
"ASTERACEAE";"Gardnerina angustata";"done";"published";"DD";""
"ASTERACEAE";"Gochnatia argyrea";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Gochnatia cordata";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Gochnatia hatschbachii";"done";"published";"VU";"B1ab(i,ii,iii)"
"ASTERACEAE";"Gochnatia mollisima";"done";"published";"CR";"C2a(ii)"
"ASTERACEAE";"Gochnatia orbiculata";"done";"published";"LC";""
"ASTERACEAE";"Gochnatia polymorpha subsp. polymorpha";"done";"published";"LC";""
"ASTERACEAE";"Gochnatia ramboi";"done";"published";"VU";"D2"
"ASTERACEAE";"Gochnatia rotundifolia";"done";"published";"VU";"D2"
"ASTERACEAE";"Gochnatia sordida";"done";"published";"VU";"D2"
"ASTERACEAE";"Gyptis vernoniopsis";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Hatschbachiella polyclada";"done";"published";"NT";""
"ASTERACEAE";"Hatschbachiella tweedieana";"done";"published";"LC";""
"ASTERACEAE";"Heterocoma albida";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Heterocondylus amphidyctius";"done";"published";"LC";""
"ASTERACEAE";"Heterocondylus lysimachioides";"done";"published";"VU";"D2"
"ASTERACEAE";"Heterocondylus pumilus";"done";"published";"LC";""
"ASTERACEAE";"Hoehnephytum almasense";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Holocheilus hieracioides";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Holocheilus monocephalus";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Holocheilus pinnatifidus";"done";"published";"LC";""
"ASTERACEAE";"Hysterionica pinnatiloba";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Hysterionica pinnatisecta";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Ianthopappus corymbosus";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Ichthyothere connata";"done";"published";"LC";""
"ASTERACEAE";"Ichthyothere elliptica";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Ichthyothere integrifolia";"done";"published";"LC";""
"ASTERACEAE";"Idiothamnus pseudorgyalis";"done";"published";"LC";""
"ASTERACEAE";"Isostigma crithmifolium";"done";"published";"DD";""
"ASTERACEAE";"Isostigma peucedanifolium";"done";"published";"LC";""
"ASTERACEAE";"Isostigma speciosum";"done";"published";"LC";""
"ASTERACEAE";"Lepidaploa almasensis";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lepidaploa chamissonis";"done";"published";"NT";""
"ASTERACEAE";"Lepidaploa cotoneaster";"done";"published";"LC";""
"ASTERACEAE";"Lepidaploa luetzelburgii";"done";"published";"DD";""
"ASTERACEAE";"Lepidaploa pseudaurea";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lepidaploa spixiana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Leptostelma catharinensis";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus adenophyllus";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus asteriflorus";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus constrictus";"done";"published";"CR";"B1ab(iii)"
"ASTERACEAE";"Lessingianthus eitenii";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus elegans";"done";"published";"NT";""
"ASTERACEAE";"Lessingianthus exiguus";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus grandiflorus";"done";"published";"NT";""
"ASTERACEAE";"Lessingianthus irwinii";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus niederleinii";"done";"published";"NT";""
"ASTERACEAE";"Lessingianthus reitzianus";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus souzae";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lessingianthus westermanii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lessingianthus pumillus";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Lomatozona artemisiifolia";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lulia nervosa";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lychnophora albertinioides";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lychnophora blanchetii";"done";"published";"DD";""
"ASTERACEAE";"Lychnophora brunioides";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lychnophora crispa";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora diamantinana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora ericoides";"done";"published";"NT";""
"ASTERACEAE";"Lychnophora gardneri";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora granmogolensis";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lychnophora humillima";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lychnophora markgravii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora passerina";"done";"published";"NT";""
"ASTERACEAE";"Lychnophora phylicifolia";"done";"published";"DD";""
"ASTERACEAE";"Lychnophora pinaster";"done";"published";"NT";""
"ASTERACEAE";"Lychnophora pohlii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora ramosissima";"done";"published";"VU";"D2"
"ASTERACEAE";"Lychnophora regis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora santosii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora sellowii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophora sericea";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lychnophora souzae";"done";"published";"CR";"B2ab(iii)"
"ASTERACEAE";"Lychnophora syncephala";"done";"published";"EN";"B1ab(iii)"
"ASTERACEAE";"Lychnophora tomentosa";"done";"published";"VU";"B1ab(iii)"
"ASTERACEAE";"Lychnophora villosissima";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Lychnophoriopsis damazioi";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophoriopsis hatschbachii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ASTERACEAE";"Lychnophoriopsis heterotheca";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Melanthera latifolia";"done";"published";"LC";""
"ASTERACEAE";"Mikania alvimii";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Mikania anethifolia";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Mikania biformis";"done";"published";"NT";""
"ASTERACEAE";"Mikania capricorni";"done";"published";"NT";""
"ASTERACEAE";"Mikania chlorolepis";"done";"published";"NT";""
"ASTERACEAE";"Mikania cipoensis";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Mikania clematidifolia";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Mikania decumbens";"done";"published";"NT";""
"ASTERACEAE";"Mikania dusenii";"done";"published";"CR";"B2ab(ii,iii,iv)"
"ASTERACEAE";"Mikania firmula";"done";"published";"VU";"B2ab(iii)"
"ASTERACEAE";"Mikania glabra";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Mikania glauca";"done";"published";"EN";"B2ab(iii)"
"ASTERACEAE";"Mikania hartbergii";"done";"published";"EN";"B1ab(iii)"
