family,acceptedNameUsage,valid,invalid,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
MYRTACEAE,Myrciaria leucophloea,1,1,0,1,1,0,1,1,2,"271,77km","4,0km"
MYRTACEAE,Mitranthes capivariensis,0,1,0,1,0,0,0,1,1,n/a,n/a
MYRTACEAE,Myrcia yungasensis,0,1,0,1,0,0,0,1,1,n/a,n/a
MYRTACEAE,Neomitranthes nitida,1,0,0,1,0,0,1,0,1,"276,67km","4,0km"
OLACACEAE,Heisteria raddiana,3,0,0,3,0,0,3,0,3,"525,45km","8,0km"
OLACACEAE,Minquartia punctata,0,3,0,0,3,0,0,3,3,n/a,n/a
OLACACEAE,Minquartia macrophylla,0,2,0,0,2,0,0,2,2,n/a,n/a
OLEACEAE,Linociera subsessilis,0,1,0,0,1,0,0,1,1,n/a,n/a
ONAGRACEAE,Jussiaea anastomosans,1,0,0,1,0,0,1,0,1,"274,59km","4,0km"
ORCHIDACEAE,Epidendrum elongatum,64,3,0,64,3,0,64,3,67,"856.762,59km","144,0km"
ORCHIDACEAE,Epidendrum versicolor,5,0,0,5,0,0,5,0,5,"24.678,78km","20,0km"
ORCHIDACEAE,Epidendrum incisum,8,0,0,8,0,0,8,0,8,"837.354,1km","32,0km"
ORCHIDACEAE,Pleurothallis macrophyta,2,0,0,2,0,0,2,0,2,"553,48km","8,0km"
ORCHIDACEAE,Cyrtopodium gonzalezii,1,1,0,1,1,0,1,1,2,"262,88km","4,0km"
ORCHIDACEAE,Epidendrum alsum,0,1,0,0,1,0,0,1,1,n/a,n/a
ORCHIDACEAE,Liparis elliptica,0,5,0,0,5,0,0,5,5,n/a,n/a
ORCHIDACEAE,Chloraea pennicillata,1,0,0,1,0,0,1,0,1,"280,27km","4,0km"
ORCHIDACEAE,Cyrtopodium purpureum,3,0,0,3,0,0,3,0,3,"279,57km","4,0km"
ORCHIDACEAE,Restrepia dusenii,0,1,0,0,1,0,0,1,1,n/a,n/a
ORCHIDACEAE,Habenaria rudolfi-schlechteri,0,1,0,0,1,0,0,1,1,n/a,n/a
ORCHIDACEAE,Rodriguezia fragrans,0,1,0,0,1,0,0,1,1,n/a,n/a
ORCHIDACEAE,Laelia crispa,5,1,0,5,1,0,5,1,6,"5.703,25km","16,0km"
ORCHIDACEAE,Maxillaria punctata,2,0,0,2,0,0,2,0,2,"548,72km","8,0km"
ORCHIDACEAE,Oncidium marshallianum,0,1,0,1,0,0,0,1,1,n/a,n/a
ORCHIDACEAE,Cyrtopodium brasiliensis,1,0,0,1,0,0,1,0,1,"269,24km","4,0km"
OXALIDACEAE,Oxalis cearensis,1,0,0,1,0,0,1,0,1,"255,8km","4,0km"
PASSIFLORACEAE,Passiflora paulensis,1,1,0,1,1,0,1,1,2,"277,83km","4,0km"
POACEAE,Paspalum setiglume,0,1,0,0,1,0,0,1,1,n/a,n/a
POACEAE,Panicum rivulare,16,3,0,16,3,0,16,3,19,"300.670,75km","52,0km"
POACEAE,Heteropogon leptocladus,9,0,0,9,0,0,9,0,9,"6.067,55km","24,0km"
POACEAE,Paspalum doellii,0,2,0,0,2,0,0,2,2,n/a,n/a
POACEAE,Andropogon sanlorenzanus,1,1,0,1,1,0,1,1,2,"265,32km","4,0km"
POACEAE,Paspalum piresii,2,0,0,2,0,0,2,0,2,"255,72km","4,0km"
POACEAE,Panicum spathellosum,0,4,0,0,4,0,0,4,4,n/a,n/a
POACEAE,Panicum donacifolium,0,4,0,0,4,0,0,4,4,n/a,n/a
POACEAE,Andropogon goyazensis,0,2,0,0,2,0,0,2,2,n/a,n/a
POACEAE,Panicum palustre,2,0,0,2,0,0,2,0,2,"547,23km","8,0km"
POACEAE,Panicum excavatum,2,0,0,2,0,0,2,0,2,"548,43km","8,0km"
POACEAE,Paspalum cujabense,1,0,0,1,0,0,1,0,1,"263,01km","4,0km"
POACEAE,Panicum auriculatum,0,1,0,0,1,0,0,1,1,n/a,n/a
POACEAE,Caryochloa brasiliensis,0,1,0,0,1,0,0,1,1,n/a,n/a
PODOSTEMACEAE,Mniopsis glazioviana,1,0,0,1,0,0,1,0,1,"274,08km","4,0km"
PODOSTEMACEAE,Mniopsis scaturiginum,4,6,0,4,6,0,4,6,10,"32.740,4km","16,0km"
PODOSTEMACEAE,Mniopsis weddelliana,4,2,0,4,2,0,4,2,6,"526,28km","16,0km"
POLYGALACEAE,Polygala guimaraensii,2,1,0,2,1,0,2,1,3,"279,93km","4,0km"
POLYGALACEAE,Polygala hastchbachii,1,2,0,3,0,0,1,2,3,"279,93km","4,0km"
POLYPODIACEAE,Polypodium monoides,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium pungens,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium truncorum,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium procerum,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium perpusillum,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium trindadense,2,0,0,2,0,0,2,0,2,"270,13km","4,0km"
PTERIDACEAE,Anogramma biardii,0,1,0,0,1,0,0,1,1,n/a,n/a
PTERIDACEAE,Acrostichum gayanum,0,2,0,0,2,0,0,2,2,n/a,n/a
PTERIDACEAE,Acrostichum herminieri,0,2,0,0,2,0,0,2,2,n/a,n/a
RHAMNACEAE,Discaria febrifuga,1,0,0,0,1,0,0,1,1,n/a,n/a
RHAMNACEAE,Discaria longispina,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Relbunium nigroramosum,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Psychotria tetraphylla,4,0,0,4,0,0,4,0,4,"5.457,69km","12,0km"
RUBIACEAE,Hillia viridiflora,2,1,0,2,1,0,2,1,3,"550,64km","8,0km"
RUBIACEAE,Sabicea hirsuta,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Palicourea insularis,2,0,0,2,0,0,2,0,2,"254,33km","4,0km"
RUBIACEAE,Palicourea gardneriana,1,1,0,1,1,0,1,1,2,"267,09km","4,0km"
RUBIACEAE,Faramea filipes,0,2,0,0,2,0,0,2,2,n/a,n/a
RUBIACEAE,Psychotria obtegens,1,0,0,1,0,0,1,0,1,"269,93km","4,0km"
RUBIACEAE,Rudgea leiocarpa,0,3,0,3,0,0,0,3,3,n/a,n/a
RUBIACEAE,Manettia hassleriana,2,0,0,2,0,0,2,0,2,"559,54km","8,0km"
RUBIACEAE,Declieuxia pulverulenta,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Sickingia rubra,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Declieuxia foliosa,1,0,0,1,0,0,1,0,1,"262,88km","4,0km"
RUBIACEAE,Coussarea schiffneri,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Psychotria trichoneura,0,3,0,0,3,0,0,3,3,n/a,n/a
RUBIACEAE,Psychotria xanthocephala,1,3,0,1,3,0,1,3,4,"262,71km","4,0km"
RUBIACEAE,Hillia brasiliensis,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Cosmibuena ochracea,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Faramea hydrangeifolia,0,6,0,0,6,0,0,6,6,n/a,n/a
RUBIACEAE,Declieuxia glauca,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Psychotria embirensis,1,0,0,1,0,0,1,0,1,"255,81km","4,0km"
RUBIACEAE,Spermacoceodes glabrum,0,2,0,0,2,0,0,2,2,n/a,n/a
RUBIACEAE,Faramea nodosa,1,0,0,1,0,0,1,0,1,"274,86km","4,0km"
RUBIACEAE,Rudgea ypanemensis,0,1,0,0,1,0,0,1,1,n/a,n/a
RUBIACEAE,Ladenbergia pogonanthera,4,0,0,4,0,0,4,0,4,"270,63km","4,0km"
RUTACEAE,Angostura marginata,4,0,0,4,0,0,4,0,4,"283,62km","4,0km"
RUTACEAE,Zanthoxylum krukovii,0,3,0,0,3,0,0,3,3,n/a,n/a
RUTACEAE,Balfourodendron eburneum,1,0,0,1,0,0,1,0,1,"276,01km","4,0km"
RUTACEAE,Pilocarpus cearensis,0,3,0,0,3,0,0,3,3,n/a,n/a
SAPINDACEAE,Talisia pygmaea,8,0,0,8,0,0,8,0,8,"83.580,58km","16,0km"
SAPOTACEAE,Sideroxylon spruceanum,0,1,0,0,1,0,0,1,1,n/a,n/a
SIMAROUBACEAE,Aeschrion crenata,0,1,0,0,1,0,0,1,1,n/a,n/a
SIMAROUBACEAE,Simaba glandulifera,1,0,0,1,0,0,1,0,1,"274,82km","4,0km"
SMILACACEAE,Smilax ramiflora,2,1,0,2,1,0,2,1,3,"541,77km","8,0km"
SMILACACEAE,Smilax papyracea,1,0,0,1,0,0,1,0,1,"253,78km","4,0km"
SOLANACEAE,Cyphomandra ovum-fringillae,0,1,0,0,1,0,0,1,1,n/a,n/a
SOLANACEAE,Cyphomandra heterophylla,0,1,0,0,1,0,0,1,1,n/a,n/a
SOLANACEAE,Solandra longipes,0,1,0,0,1,0,0,1,1,n/a,n/a
SYMPLOCACEAE,Symplocos ascendens,0,1,0,0,1,0,0,1,1,n/a,n/a
THEACEAE,Laplacea spathulata,0,1,0,0,1,0,0,1,1,n/a,n/a
TILIACEAE,Triumfetta nemoralis,0,1,0,0,1,0,0,1,1,n/a,n/a
VELLOZIACEAE,Vellozia crassirama,4,2,0,4,2,0,4,2,6,"102.815,62km","16,0km"
VELLOZIACEAE,Burlemarxia pungens,0,1,0,1,0,0,0,1,1,n/a,n/a
XYRIDACEAE,Xyris dusenii,2,1,0,2,1,0,2,1,3,"280,27km","4,0km"
XYRIDACEAE,Xyris glaziovii,0,1,0,0,1,0,0,1,1,n/a,n/a
XYRIDACEAE,Xyris martiana,0,1,0,0,1,0,0,1,1,n/a,n/a
ANNONACEAE,Duguetia fufuracea,473,52,0,476,49,0,473,52,525,"5.596.928,73km","2.084,0km"
DRYOPTERIDACEAE,Ctenitis fenestralis,5,0,0,5,0,0,5,0,5,"104.156,13km","16,0km"
MELASTOMATACEAE,Huberia carvalhoi,13,1,0,13,1,0,13,1,14,"2.375,98km","40,0km"
MELASTOMATACEAE,Bertolonia angustifolia,1,0,0,1,0,0,1,0,1,"277,03km","4,0km"
ACANTHACEAE,Dianthera paludosa,0,1,0,0,1,0,0,1,1,n/a,n/a
ANNONACEAE,Guatteria mexiae,14,0,0,14,0,0,14,0,14,"361.624,61km","52,0km"
ANNONACEAE,Uvaria brasiliensis,1,0,0,1,0,0,1,0,1,"254,46km","4,0km"
ANNONACEAE,Guatteria pubens,12,0,0,12,0,0,12,0,12,"61.428,82km","44,0km"
ANNONACEAE,Guatteria umbrosa,0,1,0,0,1,0,0,1,1,n/a,n/a
ANNONACEAE,Xylopia longifolia,1,0,0,1,0,0,1,0,1,"260,13km","4,0km"
CELASTRACEAE,Hippocratea campestris,1,0,0,1,0,0,1,0,1,"255,68km","4,0km"
CHRYSOBALANACEAE,Hirtella americana,17,9,0,17,9,0,17,9,26,"3.236.975,21km","52,0km"
CYPERACEAE,Cyperus maritimus,107,7,0,107,7,0,107,7,114,"350.523,11km","156,0km"
CYPERACEAE,Rhynchospora cryptantha,20,0,0,20,0,0,20,0,20,"451.403,49km","60,0km"
DRYOPTERIDACEAE,Polybotrya tomentosa,2,0,0,2,0,0,2,0,2,"342,77km","8,0km"
DRYOPTERIDACEAE,Dryopteris anniesii,0,1,0,0,1,0,0,1,1,n/a,n/a
DRYOPTERIDACEAE,Polybotrya litoralis,4,0,0,4,0,0,4,0,4,"274,9km","4,0km"
ERICACEAE,Gaylussacia amoena,34,0,0,34,0,0,34,0,34,"349.186,85km","72,0km"
ERICACEAE,Leucothoe chlorantha,4,0,0,4,0,0,4,0,4,"127.780,13km","16,0km"
ERICACEAE,Leucothoe serrulata,3,0,0,3,0,0,3,0,3,"11.742,11km","12,0km"
ERICACEAE,Agarista serrulata,2,0,0,2,0,0,2,0,2,"548,26km","8,0km"
ERICACEAE,Gaylussacia hispida,5,0,0,5,0,0,5,0,5,"1.422,52km","12,0km"
ERICACEAE,Leucothoe subcanescens,1,0,0,1,0,0,1,0,1,"272,7km","4,0km"
ERICACEAE,Vaccinium montanum,0,1,0,0,1,0,0,1,1,n/a,n/a
ERICACEAE,Amechania subcanescens,0,1,0,0,1,0,0,1,1,n/a,n/a
ERICACEAE,Andromeda chlorantha,0,1,0,0,1,0,0,1,1,n/a,n/a
ERICACEAE,Andromeda pulchra,0,2,0,0,2,0,0,2,2,n/a,n/a
ERICACEAE,Andromeda serrulata,0,1,0,0,1,0,0,1,1,n/a,n/a
ERYTHROXYLACEAE,Erythroxylum frangulifolium,40,4,0,40,4,0,40,4,44,"85.682,58km","64,0km"
ERYTHROXYLACEAE,Erythroxylum excelsum,1,0,0,1,0,0,1,0,1,"278,26km","4,0km"
ERYTHROXYLACEAE,Erythroxylum flexuosum,5,0,0,5,0,0,5,0,5,"62.655,99km","12,0km"
ERYTHROXYLACEAE,Erythroxylum praecox,0,1,0,0,1,0,0,1,1,n/a,n/a
ERYTHROXYLACEAE,Erythroxylum verruculosum,1,0,0,1,0,0,1,0,1,"274,55km","4,0km"
EUPHORBIACEAE,Croton brasiliensis,42,2,0,42,2,0,42,2,44,"1.250.691,2km","108,0km"
EUPHORBIACEAE,Croton corrientesianus,4,1,0,4,1,0,4,1,5,"3.651,5km","12,0km"
IRIDACEAE,Trimezia nitida,5,0,0,5,0,0,5,0,5,"276,01km","4,0km"
DRYOPTERIDAEAE,Elaphoglossum acutifolium,1,0,0,1,0,0,1,0,1,"550,81km","8,0km"
LYCOPODIACEAE,Urostachys gehrtii,0,1,0,0,1,0,0,1,1,n/a,n/a
LYCOPODIACEAE,Lycopodium catharinae,0,1,0,0,1,0,0,1,1,n/a,n/a
LYCOPODIACEAE,Lycopodium flaccidum,1,1,0,1,1,0,1,1,2,"273,39km","4,0km"
MONIMIACEAE,Mollinedia ptariensis,1,7,0,1,7,0,1,7,8,"253,11km","4,0km"
MONIMIACEAE,Mollinedia neblinensis,1,1,0,1,1,0,1,1,2,"253,11km","4,0km"
MONIMIACEAE,Mollinedia glabricaulis,0,2,0,0,2,0,0,2,2,n/a,n/a
MONIMIACEAE,Mollinedia casca,0,2,0,0,2,0,0,2,2,n/a,n/a
MONIMIACEAE,Mollinedia rusbyana,0,6,0,0,6,0,0,6,6,n/a,n/a
OROBANCHACEAE,Buchnera elongata,1,0,0,1,0,0,1,0,1,"274,55km","4,0km"
OROBANCHACEAE,Escobedia scabrifolia,1,0,0,1,0,0,1,0,1,"269,39km","4,0km"
OXALIDACEAE,Oxalis barrelieri,66,30,0,87,9,0,66,30,96,"2.865.883,47km","200,0km"
OXALIDACEAE,Oxalis tenuicalyculata,3,0,0,3,0,0,3,0,3,"468,85km","8,0km"
OXALIDACEAE,Oxalis campestris,1,1,0,1,1,0,1,1,2,"270,64km","4,0km"
OXALIDACEAE,Oxalis delicata,1,0,0,1,0,0,1,0,1,"272,54km","4,0km"
PLANTAGINACEAE,Plantago hirtella,17,2,0,17,2,0,17,2,19,"804.714,96km","52,0km"
PLANTAGINACEAE,Plantago bicallosa,2,0,0,2,0,0,2,0,2,"452,25km","8,0km"
POLYPODIACEAE,Ctenopteris subcrassa,1,0,0,1,0,0,1,0,1,"276,51km","4,0km"
POLYPODIACEAE,Polypodium saxicola,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium gratum,0,1,0,0,1,0,0,1,1,n/a,n/a
POLYPODIACEAE,Polypodium lherminieri,1,0,0,1,0,0,1,0,1,"270,31km","4,0km"
SAPINDACEAE,Cupania subalbens,0,1,0,0,1,0,0,1,1,n/a,n/a
GESNERIACEAE,Mandirola ichthyostoma,10,0,0,10,0,0,10,0,10,"977.496,11km","140,0km"
ACANTHACEAE,Justicia glomerata,11,5,0,16,0,0,11,5,16,"15.878,63km","32,0km"
ACANTHACEAE,Aphelandra lutea,1,2,0,3,0,0,1,2,3,"268,91km","4,0km"
ACANTHACEAE,Beloperone glomerata,4,1,0,4,1,0,4,1,5,"17.531,12km","16,0km"
ACANTHACEAE,Ruellia tweedii,2,0,0,2,0,0,2,0,2,"542,05km","8,0km"
ACANTHACEAE,Ruellia mattogrossensis,0,1,0,0,1,0,0,1,1,n/a,n/a
ALSTROEMERIACEAE,Alstroemeria insignis,1,0,0,1,0,0,1,0,1,"276,32km","4,0km"
AMARANTHACEAE,Gomphrena gnaphaloides,0,1,0,0,1,0,0,1,1,n/a,n/a
AMARANTHACEAE,Hebanthe paniculata,0,125,0,116,9,0,0,125,125,n/a,n/a
AMARANTHACEAE,Pfaffia holosericea,0,1,0,1,0,0,0,1,1,n/a,n/a
AMARANTHACEAE,Alternanthera repens,0,1,0,1,0,0,0,1,1,n/a,n/a
AMARANTHACEAE,Gomphrena paniculata,0,1,0,1,0,0,0,1,1,n/a,n/a
AMARANTHACEAE,Pfaffia glabrescens,0,1,0,0,1,0,0,1,1,n/a,n/a
AMARANTHACEAE,Gomphrena eriantha,0,2,0,1,1,0,0,2,2,n/a,n/a
AMARANTHACEAE,Pfaffia glauca,0,1,0,0,1,0,0,1,1,n/a,n/a
AMARANTHACEAE,Gomphrena pulcherrima,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Astephanus piranii,2,3,0,5,0,0,2,3,5,"535,8km","8,0km"
APOCYNACEAE,Astephanus grazielae,11,2,0,13,0,0,11,2,13,"90,7km","12,0km"
APOCYNACEAE,Aspidosperma gomezianum,24,1,0,24,1,0,24,1,25,"353.011,34km","60,0km"
APOCYNACEAE,Astephanus furlanii,1,5,0,4,2,0,1,5,6,"263,89km","4,0km"
APOCYNACEAE,Asclepias campestris,27,0,0,27,0,0,27,0,27,"80.406,56km","32,0km"
APOCYNACEAE,Metastelma hatschbachii,0,3,0,3,0,0,0,3,3,n/a,n/a
APOCYNACEAE,Ditassa gomesii,3,0,0,3,0,0,3,0,3,"1.855,45km","12,0km"
APOCYNACEAE,Melinia glaziovii,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Ditassa abortiva,0,2,0,1,1,0,0,2,2,n/a,n/a
APOCYNACEAE,Prestonia marginata,2,2,0,2,2,0,2,2,4,"514,09km","8,0km"
APOCYNACEAE,Aspidosperma occidentale,0,1,0,1,0,0,0,1,1,n/a,n/a
APOCYNACEAE,Aspidosperma leucomelanum,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Phrissocarpus rigidus,1,0,0,1,0,0,1,0,1,"253,47km","4,0km"
APOCYNACEAE,Asclepias selloana,1,0,0,1,0,0,1,0,1,"280,06km","4,0km"
APOCYNACEAE,Ditassa hilariana,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Ditassa lagoensis,0,2,0,0,2,0,0,2,2,n/a,n/a
APOCYNACEAE,Gonolobus hatschbachii,2,1,0,3,0,0,2,1,3,"559,04km","8,0km"
APOCYNACEAE,Barjonia linearis,3,0,0,3,0,0,3,0,3,"37.694,0km","12,0km"
APOCYNACEAE,Phaeostemma glaziovii,1,0,0,1,0,0,1,0,1,"280,95km","4,0km"
APOCYNACEAE,Astephanus semirii,2,2,0,4,0,0,2,2,4,"460,33km","8,0km"
APOCYNACEAE,Ditassa myrtilloides,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Tassadia selloana,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Tassadia poeppigiana,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Ditassa adnata,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Barjonia obtusifolia,1,0,0,1,0,0,1,0,1,"279,57km","4,0km"
APOCYNACEAE,Ditassa saxatilis,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Prestonia simulans,1,0,0,1,0,0,1,0,1,"255,19km","4,0km"
APOCYNACEAE,Ditassa odorata,0,1,0,0,1,0,0,1,1,n/a,n/a
APOCYNACEAE,Asclepias nervosa,1,0,0,1,0,0,1,0,1,"268,97km","4,0km"
HYMENOPHYLLACEAE,Hymenophyllum megachilum,3,3,0,3,3,0,3,3,6,"10.553,15km","12,0km"
HYMENOPHYLLACEAE,Hymenophyllum raddianum,2,0,0,2,0,0,2,0,2,"554,12km","8,0km"
LAURACEAE,Aniba duckei,3,5,0,3,5,0,3,5,8,"507,49km","8,0km"
LAURACEAE,Ocotea neesiana,21,7,0,21,7,0,21,7,28,"2.343.058,69km","56,0km"
LAURACEAE,Aiouea burchelliana,35,1,0,35,1,0,35,1,36,"320.592,39km","16,0km"
LAURACEAE,Nectandra glabrescens,3,1,0,3,1,0,3,1,4,"313.038,44km","12,0km"
LAURACEAE,Nectandra surinamensis,1,0,0,1,0,0,1,0,1,"257,28km","4,0km"
LAURACEAE,Persea tabacifolia,0,1,0,0,1,0,0,1,1,n/a,n/a
LAURACEAE,Silvia navalium,0,1,0,0,1,0,0,1,1,n/a,n/a
LAURACEAE,Ocotea barcellensis,3,1,0,3,1,0,3,1,4,"513,84km","8,0km"
LAURACEAE,Oreodaphne langsdorffii,3,0,0,3,0,0,3,0,3,"539,51km","8,0km"
LAURACEAE,Nectandra regnellii,1,2,0,1,2,0,1,2,3,"272,92km","4,0km"
LAURACEAE,Nectandra glaziovii,1,3,0,1,3,0,1,3,4,"271,73km","4,0km"
LAURACEAE,Aiouea goyazensis,2,0,0,2,0,0,2,0,2,"526,1km","8,0km"
LAURACEAE,Cinnamomum cinnamomifolium,0,2,0,0,2,0,0,2,2,n/a,n/a
LAURACEAE,Phoebe tetragona,4,0,0,4,0,0,4,0,4,"2.012,82km","12,0km"
