family,acceptedNameUsage,valid,invalid,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
ORCHIDACEAE,Campylocentrum neglectum,9,3,0,9,3,0,9,3,12,"1.387.897,27km","36,0km"
ORCHIDACEAE,Campylocentrum parahybunense,23,0,0,23,0,0,23,0,23,"397.873,14km","60,0km"
ORCHIDACEAE,Campylocentrum pernambucense,4,1,0,2,3,0,2,3,5,"511,84km","8,0km"
ORCHIDACEAE,Capanemia adelaidae,13,0,0,13,0,0,13,0,13,"134.059,94km","44,0km"
ORCHIDACEAE,Capanemia fluminensis,1,0,0,1,0,0,1,0,1,"269,36km","4,0km"
ORCHIDACEAE,Capanemia gehrtii,17,0,0,17,0,0,17,0,17,"447.943,4km","56,0km"
ORCHIDACEAE,Capanemia micromera,125,5,0,123,7,0,122,8,130,"614.813,08km","276,0km"
ORCHIDACEAE,Capanemia superflua,66,14,0,65,15,0,65,15,80,"465.539,47km","216,0km"
ORCHIDACEAE,Capanemia thereziae,33,0,0,33,0,0,33,0,33,"975.556,34km","96,0km"
ORCHIDACEAE,Catasetum atratum,5,3,0,7,1,0,5,3,8,"82.185,57km","20,0km"
ORCHIDACEAE,Catasetum cernuum,15,5,0,15,5,0,15,5,20,"347.124,28km","48,0km"
ORCHIDACEAE,Catasetum fimbriatum,15,4,0,15,4,0,15,4,19,"1.669.952,43km","60,0km"
ORCHIDACEAE,Catasetum mattosianum,6,0,0,6,0,0,6,0,6,"2.069,78km","12,0km"
ORCHIDACEAE,Catasetum purum,17,0,0,17,0,0,17,0,17,"233.092,2km","56,0km"
ORCHIDACEAE,Catasetum uncatum,10,3,0,10,3,0,10,3,13,"83.317,66km","36,0km"
ORCHIDACEAE,Cattleya aclandiae,17,1,0,15,3,0,15,3,18,"19.668,36km","36,0km"
ORCHIDACEAE,Cattleya amethystoglossa,18,3,0,18,3,0,18,3,21,"81.139,78km","52,0km"
ORCHIDACEAE,Cattleya bicolor,27,4,0,27,4,0,27,4,31,"203.837,24km","100,0km"
ORCHIDACEAE,Cattleya dormaniana,2,0,0,2,0,0,2,0,2,"547,18km","8,0km"
ORCHIDACEAE,Cattleya granulosa,13,12,0,23,2,0,13,12,25,"316.676,83km","36,0km"
ORCHIDACEAE,Cattleya guttata,55,3,0,55,3,0,55,3,58,"446.710,88km","164,0km"
ORCHIDACEAE,Cattleya harrisoniana,17,5,0,17,5,0,17,5,22,"64.766,71km","48,0km"
ORCHIDACEAE,Cattleya intermedia,28,19,0,38,9,0,28,19,47,"724.173,14km","84,0km"
ORCHIDACEAE,Cattleya labiata,29,15,0,40,4,0,29,15,44,"938.229,14km","104,0km"
ORCHIDACEAE,Cattleya nobilior,15,4,0,15,4,0,15,4,19,"534.792,62km","48,0km"
ORCHIDACEAE,Cattleya porphyroglossa,3,2,0,3,2,0,3,2,5,"39.360,5km","12,0km"
ORCHIDACEAE,Cattleya schilleriana,8,3,0,8,3,0,8,3,11,"23.735,63km","32,0km"
ORCHIDACEAE,Cattleya schofieldiana,1,3,0,1,3,0,1,3,4,"269,66km","4,0km"
ORCHIDACEAE,Cattleya tenuis,7,2,0,8,1,0,7,2,9,"27.912,71km","24,0km"
ORCHIDACEAE,Cattleya velutina,3,3,0,3,3,0,3,3,6,"30.064,04km","12,0km"
ORCHIDACEAE,Cattleya walkeriana,21,5,0,21,5,0,21,5,26,"543.324,62km","72,0km"
ORCHIDACEAE,Cattleya warneri,8,1,0,8,1,0,8,1,9,"20.021,3km","28,0km"
ORCHIDACEAE,Centroglossa castellensis,2,0,0,2,0,0,2,0,2,"539,58km","8,0km"
ORCHIDACEAE,Centroglossa macroceras,9,0,0,9,0,0,9,0,9,"110.393,85km","40,0km"
ORCHIDACEAE,Centroglossa tripollinica,5,0,0,5,0,0,5,0,5,"85.453,85km","20,0km"
ORCHIDACEAE,Christensonella pumila,40,8,0,40,8,0,40,8,48,"2.690.154,34km","136,0km"
ORCHIDACEAE,Cirrhaea dependens,19,0,0,19,0,0,19,0,19,"211.027,41km","56,0km"
ORCHIDACEAE,Cirrhaea fuscolutea,6,2,0,6,2,0,6,2,8,"54.232,53km","24,0km"
ORCHIDACEAE,Cirrhaea longiracemosa,5,1,0,5,1,0,5,1,6,"11.839,09km","20,0km"
ORCHIDACEAE,Cleistes aphylla,21,1,0,21,1,0,21,1,22,"331.249,93km","44,0km"
ORCHIDACEAE,Cleistes exilis,47,3,0,47,3,0,47,3,50,"597.707,89km","128,0km"
ORCHIDACEAE,Cleistes gracilis,75,8,0,70,13,0,70,13,83,"741.262,39km","188,0km"
ORCHIDACEAE,Cleistes libonii,131,9,0,131,9,0,131,9,140,"653.327,68km","308,0km"
ORCHIDACEAE,Cleistes mantiqueirae,15,0,0,15,0,0,15,0,15,"442.641,49km","56,0km"
ORCHIDACEAE,Cleistes paranaensis,110,12,0,104,18,0,104,18,122,"1.156.722,74km","248,0km"
ORCHIDACEAE,Cleistes ramboi,15,3,0,15,3,0,15,3,18,"578.521,95km","52,0km"
ORCHIDACEAE,Cleistes tenuis,31,1,0,26,6,0,26,6,32,"689.468,74km","60,0km"
ORCHIDACEAE,Cohniella jonesiana,6,0,0,6,0,0,6,0,6,"608.137,88km","24,0km"
ORCHIDACEAE,Constantia cipoensis,3,0,0,3,0,0,3,0,3,"17,43km","12,0km"
ORCHIDACEAE,Constantia cristinae,4,0,0,4,0,0,4,0,4,"10,03km","12,0km"
ORCHIDACEAE,Coppensia doniana,14,1,0,14,1,0,14,1,15,"364.893,28km","36,0km"
ORCHIDACEAE,Coppensia hydrophila,54,7,0,54,7,0,54,7,61,"3.237.956,95km","112,0km"
ORCHIDACEAE,Coppensia macronyx,4,2,0,4,2,0,4,2,6,"104.847,23km","16,0km"
ORCHIDACEAE,Coppensia majevskyi,6,0,0,6,0,0,6,0,6,"2.436,48km","16,0km"
ORCHIDACEAE,Coppensia montana,9,1,0,9,1,0,9,1,10,"86.243,99km","32,0km"
ORCHIDACEAE,Coppensia ramosa,7,8,0,7,8,0,7,8,15,"303.553,01km","28,0km"
ORCHIDACEAE,Coppensia varicosa,27,2,0,27,2,0,27,2,29,"803.788,08km","92,0km"
ORCHIDACEAE,Coppensia warmingii,27,8,0,27,8,0,27,8,35,"161.053,83km","80,0km"
ORCHIDACEAE,Coryanthes speciosa,14,4,0,14,4,0,14,4,18,"1.330.047,67km","52,0km"
ORCHIDACEAE,Corymborkis flava,52,7,0,52,7,0,52,7,59,"496.253,65km","188,0km"
ORCHIDACEAE,Cranichis candida,88,10,0,88,10,0,88,10,98,"1.420.811,77km","256,0km"
ORCHIDACEAE,Cyanaeorchis arundinae,54,14,0,54,14,0,54,14,68,"859.590,5km","148,0km"
ORCHIDACEAE,Cyclopogon dutrae,2,1,0,2,1,0,2,1,3,"560,52km","8,0km"
ORCHIDACEAE,Cyrtopodium blanchetii,28,2,0,28,2,0,28,2,30,"1.653.721,42km","72,0km"
ORCHIDACEAE,Cyrtopodium braemii,27,0,0,27,0,0,27,0,27,"573.464,26km","36,0km"
ORCHIDACEAE,Cyrtopodium brandonianum,29,8,0,28,9,0,28,9,37,"936.969,44km","72,0km"
ORCHIDACEAE,Cyrtopodium dusenii,11,1,0,11,1,0,11,1,12,"39.287,54km","28,0km"
ORCHIDACEAE,Cyrtopodium flavum,160,19,0,160,19,0,160,19,179,"3.989.583,15km","428,0km"
ORCHIDACEAE,Cyrtopodium fowliei,29,2,0,27,4,0,27,4,31,"350.875,61km","80,0km"
ORCHIDACEAE,Cyrtopodium gigas,42,3,0,42,3,0,42,3,45,"862.418,2km","128,0km"
ORCHIDACEAE,Cyrtopodium hatschbachii,11,1,0,11,1,0,11,1,12,"65.144,86km","16,0km"
ORCHIDACEAE,Cyrtopodium holstii,36,3,0,35,4,0,35,4,39,"1.517.105,34km","100,0km"
ORCHIDACEAE,Cyrtopodium lamellaticallosum,9,0,0,9,0,0,9,0,9,"30,7km","12,0km"
ORCHIDACEAE,Cyrtopodium latifolium,6,0,0,6,0,0,6,0,6,"74,37km","16,0km"
ORCHIDACEAE,Cyrtopodium linearifolium,4,0,0,4,0,0,4,0,4,"3,39km","12,0km"
ORCHIDACEAE,Cyrtopodium lissochiloides,6,0,0,6,0,0,6,0,6,"189.218,17km","24,0km"
ORCHIDACEAE,Cyrtopodium pallidum,35,3,0,35,3,0,35,3,38,"703.658,73km","100,0km"
ORCHIDACEAE,Cyrtopodium paludicolum,27,7,0,28,6,0,27,7,34,"809.749,88km","88,0km"
ORCHIDACEAE,Cyrtopodium parviflorum,49,4,0,48,5,0,48,5,53,"850.639,32km","144,0km"
ORCHIDACEAE,Cyrtopodium triste,8,2,0,8,2,0,8,2,10,"10.339,43km","24,0km"
ORCHIDACEAE,Dichaea anchorifera,11,2,0,11,2,0,11,2,13,"35.890,65km","28,0km"
ORCHIDACEAE,Dichaea mosenii,13,0,0,13,0,0,13,0,13,"53.819,28km","32,0km"
ORCHIDACEAE,Dimerandra emarginata,17,1,0,17,1,0,17,1,18,"1.675.200,41km","56,0km"
ORCHIDACEAE,Dryadella auriculigera,1,0,0,1,0,0,1,0,1,"276,18km","4,0km"
ORCHIDACEAE,Dryadella lilliputiana,7,0,0,7,0,0,7,0,7,"53.113,15km","24,0km"
ORCHIDACEAE,Dungsia harpophylla,26,0,0,26,0,0,26,0,26,"6.541,76km","56,0km"
ORCHIDACEAE,Elleanthus linifolius,27,4,0,28,3,0,27,4,31,"3.341.218,37km","92,0km"
ORCHIDACEAE,Eltroplectris calcarata,30,2,0,30,2,0,30,2,32,"456.795,6km","88,0km"
ORCHIDACEAE,Encyclia advena,19,5,0,19,5,0,19,5,24,"1.068.364,7km","64,0km"
ORCHIDACEAE,Encyclia argentinensis,16,0,0,16,0,0,16,0,16,"408.557,41km","44,0km"
ORCHIDACEAE,Encyclia bragancae,3,0,0,3,0,0,3,0,3,"539,26km","8,0km"
ORCHIDACEAE,Epidendrum addae,5,0,0,5,0,0,5,0,5,"11.681,58km","16,0km"
ORCHIDACEAE,Epidendrum ansiferum,12,2,0,10,4,0,10,4,14,"645.713,95km","36,0km"
ORCHIDACEAE,Epidendrum caldense,19,3,0,18,4,0,18,4,22,"142.433,04km","48,0km"
ORCHIDACEAE,Epidendrum carpophorum,20,0,0,20,0,0,20,0,20,"1.989.797,86km","56,0km"
ORCHIDACEAE,Epidendrum chlorinum,32,0,0,32,0,0,32,0,32,"171.379,02km","108,0km"
ORCHIDACEAE,Epidendrum coronatum,19,2,0,20,1,0,19,2,21,"3.188.459,98km","48,0km"
ORCHIDACEAE,Epidendrum cristatum,43,4,0,43,4,0,43,4,47,"1.529.318,63km","124,0km"
ORCHIDACEAE,Epidendrum dendrobioides,201,39,0,202,38,0,201,39,240,"4.265.377,56km","364,0km"
ORCHIDACEAE,Epidendrum ecostatum,13,0,0,13,0,0,13,0,13,"73.779,13km","20,0km"
ORCHIDACEAE,Epidendrum filicaule,24,10,0,22,12,0,22,12,34,"233.338,19km","64,0km"
ORCHIDACEAE,Epidendrum geniculatum,19,1,0,17,3,0,17,3,20,"88.143,02km","44,0km"
ORCHIDACEAE,Epidendrum henschenii,10,1,0,10,1,0,9,2,11,"52.184,46km","24,0km"
ORCHIDACEAE,Epidendrum hololeucum,22,0,0,22,0,0,22,0,22,"73.823,82km","64,0km"
ORCHIDACEAE,Epidendrum infaustum,2,0,0,2,0,0,2,0,2,"546,47km","8,0km"
ORCHIDACEAE,Epidendrum macrocarpum,9,3,0,9,3,0,9,3,12,"3.700.886,87km","64,0km"
ORCHIDACEAE,Epidendrum martianum,60,13,0,61,12,0,60,13,73,"279.789,54km","144,0km"
ORCHIDACEAE,Epidendrum ochrochlorum,43,1,0,43,1,0,43,1,44,"338.943,42km","100,0km"
ORCHIDACEAE,Epidendrum paranaense,55,3,0,55,3,0,55,3,58,"456.558,11km","164,0km"
ORCHIDACEAE,Epidendrum polyanthum,2,0,0,2,0,0,2,0,2,"360,55km","8,0km"
ORCHIDACEAE,Epidendrum proligerum,35,1,0,35,1,0,35,1,36,"481.248,51km","212,0km"
ORCHIDACEAE,Epidendrum robustum,12,0,0,12,0,0,12,0,12,"10.638,77km","32,0km"
ORCHIDACEAE,Epidendrum saxatile,73,6,0,73,6,0,73,6,79,"480.566,91km","184,0km"
ORCHIDACEAE,Epidendrum secundum,693,66,0,693,66,0,693,66,759,"5.265.804,59km","1.688,0km"
ORCHIDACEAE,Epidendrum tridactylum,49,13,0,49,13,0,49,13,62,"1.406.433,15km","152,0km"
ORCHIDACEAE,Epidendrum vesicatum,35,2,0,35,2,0,35,2,37,"474.907,36km","108,0km"
ORCHIDACEAE,Epidendrum zappii,6,0,0,6,0,0,6,0,6,"234,09km","12,0km"
ORCHIDACEAE,Erycina pusilla,26,26,0,25,27,0,25,27,52,"5.071.749,33km","92,0km"
ORCHIDACEAE,Eulophia ruwenzoriensis,3,1,0,3,1,0,3,1,4,"101.231,43km","12,0km"
ORCHIDACEAE,Eurystyles lorenzii,14,1,0,14,1,0,14,1,15,"349.170,5km","48,0km"
ORCHIDACEAE,Galeandra beyrichii,69,6,0,68,7,0,68,7,75,"3.270.804,12km","212,0km"
ORCHIDACEAE,Galeandra cristata,6,6,0,7,5,0,5,7,12,"9.795,17km","16,0km"
ORCHIDACEAE,Galeandra paraguayensis,19,1,0,17,3,0,17,3,20,"666.204,26km","56,0km"
ORCHIDACEAE,Galeandra styllomisantha,48,12,0,48,12,0,48,12,60,"4.053.619,69km","148,0km"
ORCHIDACEAE,Galeottia ciliata,6,1,0,6,1,0,6,1,7,"114.264,34km","20,0km"
ORCHIDACEAE,Gomesa glaziovii,20,0,0,20,0,0,20,0,20,"169.471,02km","56,0km"
ORCHIDACEAE,Gomesa gomezoides,54,0,0,52,2,0,52,2,54,"478.510,3km","132,0km"
ORCHIDACEAE,Gongora bufonia,24,0,0,20,4,0,20,4,24,"316.876,73km","64,0km"
ORCHIDACEAE,Gongora quinquenervis,12,0,0,12,0,0,12,0,12,"43.730,09km","32,0km"
ORCHIDACEAE,Govenia utriculata,51,5,0,51,5,0,51,5,56,"819.753,93km","172,0km"
ORCHIDACEAE,Grandiphyllum divaricatum,16,51,0,51,16,0,16,51,67,"104.054,54km","60,0km"
ORCHIDACEAE,Grandiphyllum hians,9,0,0,9,0,0,9,0,9,"226.029,09km","32,0km"
ORCHIDACEAE,Grobya fascifera,16,0,0,15,1,0,15,1,16,"69.666,29km","40,0km"
ORCHIDACEAE,Habenaria achalensis,13,3,0,14,2,0,13,3,16,"571.744,92km","44,0km"
ORCHIDACEAE,Habenaria aphylla,12,4,0,14,2,0,12,4,16,"25.661,41km","36,0km"
ORCHIDACEAE,Habenaria armata,30,7,0,31,6,0,30,7,37,"2.540.927,14km","84,0km"
ORCHIDACEAE,Habenaria brachyplectron,6,1,0,6,1,0,6,1,7,"276,65km","4,0km"
ORCHIDACEAE,Habenaria culicina,11,8,0,11,8,0,11,8,19,"633.869,61km","80,0km"
ORCHIDACEAE,Habenaria galeandriformis,1,0,0,1,0,0,1,0,1,"273,19km","4,0km"
ORCHIDACEAE,Habenaria gourlieana,43,9,0,43,9,0,43,9,52,"1.138.506,98km","136,0km"
ORCHIDACEAE,Habenaria hexaptera,27,3,0,27,3,0,27,3,30,"1.699.487,28km","68,0km"
ORCHIDACEAE,Habenaria hydrophila,7,4,0,8,3,0,7,4,11,"81.570,03km","28,0km"
ORCHIDACEAE,Habenaria jordanensis,3,1,0,3,1,0,3,1,4,"283,95km","4,0km"
ORCHIDACEAE,Habenaria leucosantha,21,7,0,21,7,0,21,7,28,"303.922,46km","48,0km"
ORCHIDACEAE,Habenaria macronectar,59,19,0,59,19,0,59,19,78,"599.132,58km","172,0km"
ORCHIDACEAE,Habenaria mitomorpha,10,1,0,10,1,0,10,1,11,"167.941,53km","40,0km"
ORCHIDACEAE,Habenaria nasuta,5,1,0,5,1,0,5,1,6,"44.917,05km","16,0km"
ORCHIDACEAE,Habenaria nuda,17,3,0,17,3,0,17,3,20,"855.346,28km","60,0km"
ORCHIDACEAE,Habenaria piraquarensis,2,0,0,2,0,0,2,0,2,"557,79km","8,0km"
ORCHIDACEAE,Habenaria regnellii,24,11,0,24,11,0,24,11,35,"341.117,9km","44,0km"
ORCHIDACEAE,Habenaria rodeiensis,36,8,0,36,8,0,36,8,44,"817.055,94km","104,0km"
ORCHIDACEAE,Habenaria schwackei,38,6,0,38,6,0,38,6,44,"2.161.614,06km","108,0km"
ORCHIDACEAE,Habenaria trifida,89,18,0,89,18,0,89,18,107,"4.359.606,24km","212,0km"
ORCHIDACEAE,Habenaria umbraticola,8,5,0,8,5,0,8,5,13,"74.576,36km","28,0km"
ORCHIDACEAE,Hadrolaelia brevipedunculata,5,6,0,10,1,0,5,6,11,"6.187,53km","20,0km"
ORCHIDACEAE,Hadrolaelia coccinea,118,31,0,118,31,0,118,31,149,"449.168,65km","276,0km"
ORCHIDACEAE,Hadrolaelia grandis,29,3,0,30,2,0,29,3,32,"72.559,29km","108,0km"
ORCHIDACEAE,Hadrolaelia jongheana,24,2,0,25,1,0,24,2,26,"39.489,76km","64,0km"
ORCHIDACEAE,Hadrolaelia lobata,15,4,0,17,2,0,15,4,19,"1.287,54km","36,0km"
ORCHIDACEAE,Hadrolaelia perrinii,35,3,0,36,2,0,35,3,38,"44.510,79km","100,0km"
ORCHIDACEAE,Hadrolaelia praestans,7,0,0,7,0,0,7,0,7,"62,4km","16,0km"
ORCHIDACEAE,Hadrolaelia pumila,20,3,0,20,3,0,20,3,23,"84.717,4km","56,0km"
ORCHIDACEAE,Hadrolaelia purpurata,11,3,0,12,2,0,11,3,14,"72.922,07km","44,0km"
ORCHIDACEAE,Hadrolaelia pygmaea,8,0,0,8,0,0,8,0,8,"65,77km","20,0km"
ORCHIDACEAE,Hadrolaelia sincorana,5,0,0,5,0,0,5,0,5,"4.111,56km","20,0km"
ORCHIDACEAE,Hadrolaelia tenebrosa,24,6,0,26,4,0,24,6,30,"272.993,52km","404,0km"
ORCHIDACEAE,Hadrolaelia virens,29,2,0,30,1,0,29,2,31,"106.990,95km","96,0km"
ORCHIDACEAE,Hadrolaelia wittigiana,9,0,0,9,0,0,9,0,9,"32.036,54km","28,0km"
ORCHIDACEAE,Hadrolaelia xanthina,56,2,0,58,0,0,56,2,58,"1.602,26km","176,0km"
ORCHIDACEAE,Hapalorchis lineatus,32,3,0,32,3,0,32,3,35,"677.583,67km","104,0km"
ORCHIDACEAE,Heterotaxis sessilis,5,15,0,19,1,0,5,15,20,"13.219,44km","12,0km"
ORCHIDACEAE,Heterotaxis valenzuelana,17,2,0,19,0,0,17,2,19,"430.655,25km","64,0km"
ORCHIDACEAE,Hoehneella heloisae,3,0,0,3,0,0,3,0,3,"21,53km","12,0km"
ORCHIDACEAE,Hoffmannseggella briegeri,10,2,0,10,2,0,10,2,12,"2.699,21km","32,0km"
ORCHIDACEAE,Hoffmannseggella caulescens,20,2,0,21,1,0,20,2,22,"20.207,66km","64,0km"
ORCHIDACEAE,Hoffmannseggella cinnabarina,29,7,0,29,7,0,29,7,36,"112.330,12km","88,0km"
ORCHIDACEAE,Hoffmannseggella crispata,28,11,0,31,8,0,28,11,39,"89.290,09km","80,0km"
ORCHIDACEAE,Hoffmannseggella mixta,14,0,0,14,0,0,14,0,14,"1.623,71km","28,0km"
ORCHIDACEAE,Houlletia brocklehurstiana,10,5,0,11,4,0,10,5,15,"51.194,8km","32,0km"
ORCHIDACEAE,Huntleya meleagris,41,6,0,43,4,0,41,6,47,"172.782,52km","120,0km"
ORCHIDACEAE,Ionopsis utricularioides,30,4,0,30,4,0,30,4,34,"4.179.409,57km","100,0km"
ORCHIDACEAE,Isabelia violacea,31,6,0,31,6,0,31,6,37,"874.145,99km","108,0km"
ORCHIDACEAE,Isabelia virginalis,15,3,0,16,2,0,15,3,18,"91.088,3km","48,0km"
ORCHIDACEAE,Jacquiniella globosa,30,4,0,30,4,0,30,4,34,"4.233.813,01km","88,0km"
ORCHIDACEAE,Koellensteinia tricolor,36,5,0,36,5,0,36,5,41,"1.485.917,81km","100,0km"
ORCHIDACEAE,Lankesterella ceracifolia,41,10,0,41,10,0,41,10,51,"587.573,96km","144,0km"
ORCHIDACEAE,Lepanthopsis densiflora,0,1,0,1,0,0,0,1,1,n/a,n/a
ORCHIDACEAE,Lepanthopsis floripecten,17,0,0,17,0,0,17,0,17,"104.732,29km","52,0km"
ORCHIDACEAE,Leptotes bicolor,25,3,0,25,3,0,25,3,28,"412.864,16km","88,0km"
ORCHIDACEAE,Liparis vexillifera,26,4,0,26,4,0,26,4,30,"1.209.033,93km","88,0km"
ORCHIDACEAE,Loefgrenianthus blanche-amesii,9,0,0,9,0,0,9,0,9,"279.055,57km","32,0km"
ORCHIDACEAE,Lophiaris schwambachiae,1,0,0,1,0,0,1,0,1,"270,41km","4,0km"
ORCHIDACEAE,Lyroglossa grisebachii,25,2,0,25,2,0,25,2,27,"503.537,73km","92,0km"
ORCHIDACEAE,Macradenia multiflora,7,2,0,9,0,0,7,2,9,"446.113,38km","28,0km"
ORCHIDACEAE,Malaxis excavata,49,9,0,49,9,0,49,9,58,"861.526,87km","168,0km"
ORCHIDACEAE,Malaxis jaraguae,3,1,0,3,1,0,3,1,4,"36.618,41km","12,0km"
ORCHIDACEAE,Mapinguari desvauxianus,15,1,0,15,1,0,15,1,16,"2.754.072,7km","56,0km"
ORCHIDACEAE,Masdevallia discoidea,2,1,0,2,1,0,2,1,3,"393,62km","8,0km"
ORCHIDACEAE,Maxillaria robusta,11,2,0,11,2,0,11,2,13,"1.991.358,78km","44,0km"
ORCHIDACEAE,Mesadenella atroviridis,4,0,0,4,0,0,4,0,4,"199.100,0km","16,0km"
ORCHIDACEAE,Microchilus arietinus,45,4,0,45,4,0,45,4,49,"735.498,58km","68,0km"
ORCHIDACEAE,Miltonia clowesii,14,4,0,14,4,0,14,4,18,"22.765,15km","48,0km"
ORCHIDACEAE,Miltonia flavescens,64,18,0,64,18,0,64,18,82,"794.653,97km","188,0km"
ORCHIDACEAE,Miltonia regnellii,36,16,0,36,16,0,36,16,52,"271.966,58km","96,0km"
ORCHIDACEAE,Miltonia russelliana,4,0,0,4,0,0,4,0,4,"6.840,72km","12,0km"
ORCHIDACEAE,Miltonia spectabilis,17,7,0,17,7,0,17,7,24,"340.226,13km","56,0km"
ORCHIDACEAE,Mormolyca cleistogama,9,1,0,9,1,0,9,1,10,"2.579.242,13km","36,0km"
ORCHIDACEAE,Myoxanthus ruschii,9,0,0,9,0,0,9,0,9,"51,45km","16,0km"
ORCHIDACEAE,Myoxanthus seidelii,2,0,0,2,0,0,2,0,2,"537,01km","8,0km"
ORCHIDACEAE,Octomeria alexandri,10,0,0,10,0,0,10,0,10,"400.590,02km","40,0km"
ORCHIDACEAE,Octomeria chamaeleptotes,6,1,0,6,1,0,5,2,7,"119.449,4km","20,0km"
ORCHIDACEAE,Octomeria diaphana,59,11,0,59,11,0,59,11,70,"381.313,04km","180,0km"
ORCHIDACEAE,Octomeria estrellensis,5,1,0,5,1,0,5,1,6,"40.280,05km","20,0km"
ORCHIDACEAE,Octomeria geraensis,6,1,0,5,2,0,5,2,7,"141.681,99km","20,0km"
ORCHIDACEAE,Octomeria hoehnei,1,0,0,1,0,0,1,0,1,"276,62km","4,0km"
ORCHIDACEAE,Octomeria lichenicola,2,0,0,2,0,0,2,0,2,"547,1km","8,0km"
ORCHIDACEAE,Octomeria praestans,13,1,0,13,1,0,13,1,14,"51.419,07km","44,0km"
ORCHIDACEAE,Octomeria rotundiglossa,23,0,0,22,1,0,22,1,23,"280.067,03km","52,0km"
ORCHIDACEAE,Octomeria sancti-angeli,4,0,0,3,1,0,3,1,4,"26.215,59km","12,0km"
ORCHIDACEAE,Octomeria truncicola,8,2,0,8,2,0,8,2,10,"9.678,01km","20,0km"
ORCHIDACEAE,Octomeria warmingii,21,7,0,21,7,0,21,7,28,"1.076.973,13km","80,0km"
ORCHIDACEAE,Octomeria wilsoniana,1,0,0,1,0,0,1,0,1,"276,01km","4,0km"
ORCHIDACEAE,Ornithocephalus myrticola,34,3,0,34,3,0,34,3,37,"621.337,66km","100,0km"
ORCHIDACEAE,Ornithophora radicans,40,10,0,40,10,0,40,10,50,"589.069,46km","120,0km"
ORCHIDACEAE,Pabstia jugosa,10,1,0,10,1,0,10,1,11,"40.143,35km","24,0km"
ORCHIDACEAE,Pelexia laxa,3,1,0,2,2,0,2,2,4,"524,2km","8,0km"
ORCHIDACEAE,Pelexia oestrifera,27,0,0,26,1,0,26,1,27,"963.413,6km","84,0km"
ORCHIDACEAE,Pelexia orthosepala,24,8,0,24,8,0,24,8,32,"695.450,31km","68,0km"
ORCHIDACEAE,Phragmipedium vittatum,14,6,0,14,6,0,14,6,20,"163.873,6km","36,0km"
ORCHIDACEAE,Phymatidium aquinoi,18,2,0,15,5,0,15,5,20,"159.588,43km","60,0km"
ORCHIDACEAE,Phymatidium falcifolium,65,8,0,65,8,0,65,8,73,"494.010,66km","156,0km"
ORCHIDACEAE,Pleurothallis foetens,3,0,0,3,0,0,3,0,3,"275,47km","4,0km"
ORCHIDACEAE,Pogoniopsis schenckii,14,0,0,14,0,0,14,0,14,"560.009,0km","48,0km"
ORCHIDACEAE,Polystachya rupicola,5,0,0,5,0,0,5,0,5,"0,36km","8,0km"
ORCHIDACEAE,Pseudolaelia brejetubensis,2,0,0,2,0,0,2,0,2,"330,32km","8,0km"
ORCHIDACEAE,Pseudolaelia canaanensis,25,2,0,26,1,0,25,2,27,"4.338,62km","56,0km"
ORCHIDACEAE,Pseudolaelia cipoensis,3,0,0,3,0,0,3,0,3,"516,39km","8,0km"
ORCHIDACEAE,Pseudolaelia citrina,20,1,0,20,1,0,20,1,21,"9.835,55km","64,0km"
ORCHIDACEAE,Pseudolaelia dutrae,44,1,0,45,0,0,44,1,45,"13.045,19km","84,0km"
ORCHIDACEAE,Pseudolaelia vellozicola,58,13,0,67,4,0,58,13,71,"332.608,27km","168,0km"
ORCHIDACEAE,Pteroglossa glazioviana,11,0,0,11,0,0,11,0,11,"676.348,33km","44,0km"
ORCHIDACEAE,Pteroglossa hilariana,2,0,0,2,0,0,2,0,2,"536,1km","8,0km"
ORCHIDACEAE,Pteroglossa macrantha,13,5,0,10,8,0,10,8,18,"606.759,39km","32,0km"
ORCHIDACEAE,Rauhiella silvana,2,0,0,2,0,0,2,0,2,"530,54km","8,0km"
ORCHIDACEAE,Rodriguezia obtusifolia,26,3,0,25,4,0,25,4,29,"558.718,33km","60,0km"
ORCHIDACEAE,Rodriguezia rigida,2,0,0,2,0,0,2,0,2,"534,17km","8,0km"
ORCHIDACEAE,Saundersia paniculata,4,2,0,4,2,0,4,2,6,"6.440,05km","16,0km"
ORCHIDACEAE,Scaphyglottis prolifera,28,7,0,27,8,0,27,8,35,"2.410.526,05km","84,0km"
ORCHIDACEAE,Schomburgkia gloriosa,13,10,0,13,10,0,13,10,23,"3.901.292,26km","40,0km"
ORCHIDACEAE,Sobralia liliastrum,104,25,0,104,25,0,104,25,129,"2.563.234,35km","252,0km"
ORCHIDACEAE,Sophronitis cernua,35,7,0,35,7,0,35,7,42,"516.445,44km","112,0km"
ORCHIDACEAE,Specklinia bacillaris,6,1,0,6,1,0,6,1,7,"6.341,95km","20,0km"
ORCHIDACEAE,Specklinia castellensis,1,0,0,1,0,0,1,0,1,"270,23km","4,0km"
ORCHIDACEAE,Specklinia conspersa,2,0,0,2,0,0,2,0,2,"544,26km","8,0km"
ORCHIDACEAE,Specklinia lingua,7,0,0,7,0,0,7,0,7,"179.061,0km","20,0km"
ORCHIDACEAE,Specklinia ruschii,6,0,0,6,0,0,6,0,6,"21,83km","16,0km"
