family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
ERIOCAULACEAE,"Paepalanthus luetzelburgii",,"Paepalanthus luetzelburgii "
ERIOCAULACEAE,"Paepalanthus obtusifolius",,"Paepalanthus obtusifolius "
ERIOCAULACEAE,"Paepalanthus pulvinatus",,"Paepalanthus pulvinatus "
ERIOCAULACEAE,"Paepalanthus revolutus",,"Paepalanthus revolutus "
ERIOCAULACEAE,"Paepalanthus senaeanus",,"Paepalanthus senaeanus "
ERIOCAULACEAE,"Paepalanthus stannardii",,"Paepalanthus stannardii "
ERIOCAULACEAE,"Paepalanthus superbus",,"Paepalanthus superbus "
ERIOCAULACEAE,"Paepalanthus urbanianus",,"Paepalanthus urbanianus "
ERIOCAULACEAE,"Syngonanthus bracteosus",,"Syngonanthus bracteosus "
ERIOCAULACEAE,"Syngonanthus hygrotrichus",,"Syngonanthus hygrotrichus "
ERIOCAULACEAE,"Syngonanthus latifolius",,"Syngonanthus latifolius "
EUPHORBIACEAE,"Croton arlineae",,"Croton arlineae "
GENTIANACEAE,"Prepusa montana",,"Prepusa montana "
GENTIANACEAE,"Schultesia bahiensis",,"Schultesia bahiensis "
GENTIANACEAE,"Schultesia crenuliflora",,"Schultesia crenuliflora "
GENTIANACEAE,"Schultesia irwiniana",,"Schultesia irwiniana "
GENTIANACEAE,"Schultesia pachyphylla",,"Schultesia pachyphylla "
GENTIANACEAE,"Schultesia piresiana",,"Schultesia piresiana "
GENTIANACEAE,"Schultesia sucreana",,"Schultesia sucreana "
GESNERIACEAE,"Paliavana plumerioides",,"Paliavana plumerioides "
FABACEAE,"Aeschynomene graminoides",,"Aeschynomene graminoides "
FABACEAE,"Aeschynomene simplicifolia",,"Aeschynomene simplicifolia "
FABACEAE,"Bauhinia candelabriformis",,"Bauhinia candelabriformis "
FABACEAE,"Bauhinia leptantha",,"Bauhinia leptantha "
FABACEAE,"Bauhinia malacotrichoides",,"Bauhinia malacotrichoides "
FABACEAE,"Bocoa ratteri",,"Bocoa ratteri "
FABACEAE,"Calliandra gardneri",,"Calliandra gardneri "
FABACEAE,"Calliandra imbricata",,"Calliandra imbricata "
FABACEAE,"Calliandra linearis",,"Calliandra linearis "
FABACEAE,"Calliandra santosiana",,"Calliandra santosiana "
FABACEAE,"Calliandra semisepulta",,"Calliandra semisepulta "
FABACEAE,"Chamaecrista adamantina",,"Chamaecrista adamantina "
FABACEAE,"Chamaecrista altoana",,"Chamaecrista altoana "
FABACEAE,"Chamaecrista caiapo",,"Chamaecrista caiapo "
FABACEAE,"Chamaecrista caracensis",,"Chamaecrista caracensis "
FABACEAE,"Chamaecrista catapodia",,"Chamaecrista catapodia "
FABACEAE,"Chamaecrista catiarae",,"Chamaecrista catiarae "
FABACEAE,"Chamaecrista centiflora",,"Chamaecrista centiflora "
FABACEAE,"Chamaecrista coradinii",,"Chamaecrista coradinii "
FABACEAE,"Chamaecrista coriacea",,"Chamaecrista coriacea "
FABACEAE,"Chamaecrista cytisoides",,"Chamaecrista cytisoides "
FABACEAE,"Chamaecrista deltoidea",,"Chamaecrista deltoidea "
FABACEAE,"Chamaecrista dumalis",,"Chamaecrista dumalis "
FABACEAE,"Chamaecrista ericifolia",,"Chamaecrista ericifolia "
FABACEAE,"Chamaecrista fuscescens",,"Chamaecrista fuscescens "
FABACEAE,"Chamaecrista geraldi",,"Chamaecrista geraldi "
FABACEAE,"Chamaecrista gumminans",,"Chamaecrista gumminans "
FABACEAE,"Chamaecrista gymnothyrsa",,"Chamaecrista gymnothyrsa "
FABACEAE,"Chamaecrista hatschbachii",,"Chamaecrista hatschbachii "
FABACEAE,"Chamaecrista itabiritoana",,"Chamaecrista itabiritoana "
FABACEAE,"Chamaecrista ixodes",,"Chamaecrista ixodes "
FABACEAE,"Chamaecrista lavradioides",,"Chamaecrista lavradioides "
FABACEAE,"Chamaecrista leucopilis",,"Chamaecrista leucopilis "
FABACEAE,"Chamaecrista macedoi",,"Chamaecrista macedoi "
FABACEAE,"Chamaecrista ochrosperma",,"Chamaecrista ochrosperma "
FABACEAE,"Chamaecrista pachyclada",,"Chamaecrista pachyclada "
FABACEAE,"Chamaecrista phyllostachya",,"Chamaecrista phyllostachya "
FABACEAE,"Chamaecrista pilicarpa",,"Chamaecrista pilicarpa "
FABACEAE,"Chamaecrista polymorpha",,"Chamaecrista polymorpha "
FABACEAE,"Chamaecrista psoraleopsis",,"Chamaecrista psoraleopsis "
FABACEAE,"Chamaecrista simplifacta",,"Chamaecrista simplifacta "
FABACEAE,"Chamaecrista vauthieri",,"Chamaecrista vauthieri "
FABACEAE,"Chamaecrista virginis",,"Chamaecrista virginis "
FABACEAE,"Crotalaria goiasensis",,"Crotalaria goiasensis "
FABACEAE,"Crotalaria irwinii",,"Crotalaria irwinii "
FABACEAE,"Crotalaria rufipila",,"Crotalaria rufipila "
FABACEAE,"Desmodium glabrescens",,"Desmodium glabrescens "
FABACEAE,"Desmodium juruenense",,"Desmodium juruenense "
FABACEAE,"Mimosa cryptothamnos",,"Mimosa cryptothamnos "
FABACEAE,"Mimosa cyclophylla",,"Mimosa cyclophylla "
FABACEAE,"Mimosa decorticans",,"Mimosa decorticans "
FABACEAE,"Mimosa humivagans",,"Mimosa humivagans "
FABACEAE,"Mimosa laniceps",,"Mimosa laniceps "
FABACEAE,"Mimosa lepidophora",,"Mimosa lepidophora "
FABACEAE,"Mimosa manidea",,"Mimosa manidea "
FABACEAE,"Mimosa oligosperma",,"Mimosa oligosperma "
FABACEAE,"Mimosa pycnocoma",,"Mimosa pycnocoma "
FABACEAE,"Mimosa pyrenea",,"Mimosa pyrenea "
FABACEAE,"Mimosa regina",,"Mimosa regina "
FABACEAE,"Mimosa setosissima",,"Mimosa setosissima "
FABACEAE,"Mimosa splendida",,"Mimosa splendida "
FABACEAE,"Mimosa ulbrichiana",,"Mimosa ulbrichiana "
FABACEAE,"Mimosa ulei",,"Mimosa ulei "
PASSIFLORACEAE,"Passiflora actinia",Hook.,"Passiflora actinia Hook."
PASSIFLORACEAE,"Passiflora amethystina",J.C.Mikan,"Passiflora amethystina J.C.Mikan"
PASSIFLORACEAE,"Passiflora campanulata",Mast.,"Passiflora campanulata Mast."
PASSIFLORACEAE,"Passiflora edulis",Sims,"Passiflora edulis Sims"
PASSIFLORACEAE,"Passiflora eichleriana",Mast.,"Passiflora eichleriana Mast."
PASSIFLORACEAE,"Passiflora elegans",Mast.,"Passiflora elegans Mast."
PASSIFLORACEAE,"Passiflora hatschbachii",Cervi,"Passiflora hatschbachii Cervi"
PASSIFLORACEAE,"Passiflora imbeana",Sacco,"Passiflora imbeana Sacco"
PASSIFLORACEAE,"Passiflora ischnoclada",Harms,"Passiflora ischnoclada Harms"
PASSIFLORACEAE,"Passiflora malacophylla",Mast.,"Passiflora malacophylla Mast."
PASSIFLORACEAE,"Passiflora margaritae",Sacco,"Passiflora margaritae Sacco"
PASSIFLORACEAE,"Passiflora miersii",Mast.,"Passiflora miersii Mast."
PASSIFLORACEAE,"Passiflora organensis",Gardner,"Passiflora organensis Gardner"
PASSIFLORACEAE,"Passiflora racemosa",Brot.,"Passiflora racemosa Brot."
PASSIFLORACEAE,"Passiflora saccoi",Cervi,"Passiflora saccoi Cervi"
PASSIFLORACEAE,"Passiflora setulosa",Killip,"Passiflora setulosa Killip"
PASSIFLORACEAE,"Passiflora tricuspis",Mast.,"Passiflora tricuspis Mast."
PASSIFLORACEAE,"Passiflora urubiciensis",Cervi,"Passiflora urubiciensis Cervi"
PELLIACEAE,"Noteroclada confluens","Taylor ex Hook. & Wilson","Noteroclada confluens Taylor ex Hook. & Wilson"
PENTAPHYLACACEAE,"Ternstroemia brasiliensis",Cambess.,"Ternstroemia brasiliensis Cambess."
PENTAPHYLACACEAE,"Ternstroemia cuneifolia",Gardner,"Ternstroemia cuneifolia Gardner"
PHYLLANTHACEAE,"Margaritaria nobilis",L.f.,"Margaritaria nobilis L.f."
PHYLLANTHACEAE,"Phyllanthus claussenii",MÃÂ¼ll.Arg.,"Phyllanthus claussenii MÃÂ¼ll.Arg."
PHYLLANTHACEAE,"Phyllanthus gladiatus",MÃÂ¼ll.Arg.,"Phyllanthus gladiatus MÃÂ¼ll.Arg."
PHYLLANTHACEAE,"Phyllanthus retroflexus",Brade,"Phyllanthus retroflexus Brade"
PHYLLANTHACEAE,"Phyllanthus rosellus","(MÃÂ¼ll.Arg.) MÃÂ¼ll.Arg.","Phyllanthus rosellus (MÃÂ¼ll.Arg.) MÃÂ¼ll.Arg."
PHYLLANTHACEAE,"Savia dictyocarpa",MÃÂ¼ll.Arg.,"Savia dictyocarpa MÃÂ¼ll.Arg."
PHYTOLACCACEAE,"Microtea bahiensis","Marchior. & J.C.Siqueira","Microtea bahiensis Marchior. & J.C.Siqueira"
PHYTOLACCACEAE,"Microtea maypurensis","(Kunth) G.Don","Microtea maypurensis (Kunth) G.Don"
PHYTOLACCACEAE,"Microtea papilosa","Marchior. & J.C.Siqueira","Microtea papilosa Marchior. & J.C.Siqueira"
PHYTOLACCACEAE,"Microtea scabrida",Urb.,"Microtea scabrida Urb."
PHYTOLACCACEAE,"Seguieria langsdorffii",Moq.,"Seguieria langsdorffii Moq."
PHYTOLACCACEAE,"Trichostigma octandrum","(L.) H.Walter","Trichostigma octandrum (L.) H.Walter"
PICRAMNIACEAE,"Picramnia coccinea",W.W.Thomas,"Picramnia coccinea W.W.Thomas"
PICRAMNIACEAE,"Picramnia parvifolia",Engl.,"Picramnia parvifolia Engl."
PICRAMNIACEAE,"Picramnia sellowii",Planch.,"Picramnia sellowii Planch."
PIPERACEAE,"Piper carautensei","E.F.Guim. & Carv.-Silva","Piper carautensei E.F.Guim. & Carv.-Silva"
PIPERACEAE,"Piper hayneanum",C.DC.,"Piper hayneanum C.DC."
PIPERACEAE,"Peperomia adsurgens",Yunck.,"Peperomia adsurgens Yunck."
PIPERACEAE,"Peperomia apiahyensis",Yunck.,"Peperomia apiahyensis Yunck."
PIPERACEAE,"Peperomia clivicola",Yunck.,"Peperomia clivicola Yunck."
PIPERACEAE,"Peperomia cooperi",C.DC.,"Peperomia cooperi C.DC."
PIPERACEAE,"Peperomia cordigera",Dahlst.,"Peperomia cordigera Dahlst."
PIPERACEAE,"Peperomia diaphanoides",Dahlst.,"Peperomia diaphanoides Dahlst."
PIPERACEAE,"Peperomia distachya","(L.) A.Dietr.","Peperomia distachya (L.) A.Dietr."
PIPERACEAE,"Peperomia emarginella","(Sw.) C.DC.","Peperomia emarginella (Sw.) C.DC."
PIPERACEAE,"Peperomia gardneriana",Miq.,"Peperomia gardneriana Miq."
PIPERACEAE,"Peperomia gracilis",Dahlst.,"Peperomia gracilis Dahlst."
PIPERACEAE,"Peperomia guarujana",C.DC.,"Peperomia guarujana C.DC."
PIPERACEAE,"Peperomia hemmendorffii",Yunck.,"Peperomia hemmendorffii Yunck."
PIPERACEAE,"Peperomia hernandiaefolia","(Vahl) A.Dietr.","Peperomia hernandiaefolia (Vahl) A.Dietr."
PIPERACEAE,"Peperomia hydrocotyloides",Yunck.,"Peperomia hydrocotyloides Yunck."
PIPERACEAE,"Peperomia itatiaiana",Yunck.,"Peperomia itatiaiana Yunck."
PIPERACEAE,"Peperomia loefgrenii",Yunck.,"Peperomia loefgrenii Yunck."
PIPERACEAE,"Peperomia loxensis",Kunth,"Peperomia loxensis Kunth"
PIPERACEAE,"Peperomia lyman-smithii",Yunck.,"Peperomia lyman-smithii Yunck."
PIPERACEAE,"Peperomia mandioccana",Miq.,"Peperomia mandioccana Miq."
PIPERACEAE,"Peperomia mosenii",Dahlst.,"Peperomia mosenii Dahlst."
PIPERACEAE,"Peperomia nitida",Dahlst.,"Peperomia nitida Dahlst."
PIPERACEAE,"Peperomia oreophila",Henschen,"Peperomia oreophila Henschen"
PIPERACEAE,"Peperomia pellucida","(L.) Kunth","Peperomia pellucida (L.) Kunth"
PIPERACEAE,"Peperomia pseudoestrellensis",C.DC.,"Peperomia pseudoestrellensis C.DC."
PIPERACEAE,"Peperomia psilostachya",C.DC.,"Peperomia psilostachya C.DC."
PIPERACEAE,"Peperomia quadrifolia","(L.) Kunth","Peperomia quadrifolia (L.) Kunth"
PIPERACEAE,"Peperomia regelii",C.DC.,"Peperomia regelii C.DC."
PIPERACEAE,"Peperomia rizzinii",Yunck.,"Peperomia rizzinii Yunck."
PIPERACEAE,"Peperomia rostulatiformis",Yunck.,"Peperomia rostulatiformis Yunck."
PIPERACEAE,"Peperomia schwackei",C.DC.,"Peperomia schwackei C.DC."
PIPERACEAE,"Peperomia serpens","(Sw.) Loudon","Peperomia serpens (Sw.) Loudon"
PIPERACEAE,"Peperomia suboppositifolia",Yunck.,"Peperomia suboppositifolia Yunck."
PIPERACEAE,"Peperomia subrubrispica",C.DC.,"Peperomia subrubrispica C.DC."
PIPERACEAE,"Peperomia trinervis","Ruiz & Pav.","Peperomia trinervis Ruiz & Pav."
PIPERACEAE,"Peperomia turbinata",Dahlst.,"Peperomia turbinata Dahlst."
PIPERACEAE,"Peperomia velloziana",Miq.,"Peperomia velloziana Miq."
PIPERACEAE,"Piper abutiloides",Kunth,"Piper abutiloides Kunth"
PIPERACEAE,"Piper alnoides",Kunth,"Piper alnoides Kunth"
PIPERACEAE,"Piper amparoense",Yunck.,"Piper amparoense Yunck."
PIPERACEAE,"Piper anostachyum",Yunck.,"Piper anostachyum Yunck."
PIPERACEAE,"Piper bennettianum",C.DC.,"Piper bennettianum C.DC."
PIPERACEAE,"Piper casteloense",Yunck.,"Piper casteloense Yunck."
PIPERACEAE,"Piper crassistilum",Yunck.,"Piper crassistilum Yunck."
PIPERACEAE,"Piper edwallii",Yunck.,"Piper edwallii Yunck."
PIPERACEAE,"Piper flavicans",C.DC.,"Piper flavicans C.DC."
PIPERACEAE,"Piper fuligineum",Kunth,"Piper fuligineum Kunth"
PIPERACEAE,"Piper hatschbachii",Yunck.,"Piper hatschbachii Yunck."
PIPERACEAE,"Piper hoehnei",Yunck.,"Piper hoehnei Yunck."
PIPERACEAE,"Piper juliflorum","Nees & Mart.","Piper juliflorum Nees & Mart."
PIPERACEAE,"Piper kuhlmannii",Yunck.,"Piper kuhlmannii Yunck."
PIPERACEAE,"Piper laevicarpum",Yunck.,"Piper laevicarpum Yunck."
PIPERACEAE,"Piper lanceolatum","Ruiz & Pav.","Piper lanceolatum Ruiz & Pav."
PIPERACEAE,"Piper loefgrenii",Yunck.,"Piper loefgrenii Yunck."
PIPERACEAE,"Piper macedoi",Yunck.,"Piper macedoi Yunck."
PIPERACEAE,"Piper oblancifolium",Yunck.,"Piper oblancifolium Yunck."
PIPERACEAE,"Piper obliquum","Ruiz & Pav.","Piper obliquum Ruiz & Pav."
PIPERACEAE,"Piper piritubanum",Yunck.,"Piper piritubanum Yunck."
PIPERACEAE,"Piper rioense",Yunck.,"Piper rioense Yunck."
PIPERACEAE,"Piper scabrellum",Yunck.,"Piper scabrellum Yunck."
PIPERACEAE,"Piper scutifolium",Yunck.,"Piper scutifolium Yunck."
PIPERACEAE,"Piper sprengelianum",C.DC.,"Piper sprengelianum C.DC."
PIPERACEAE,"Piper subcinereum",C.DC.,"Piper subcinereum C.DC."
PIPERACEAE,"Piper subrugosum",Yunck.,"Piper subrugosum Yunck."
PIPERACEAE,"Piper tectoniifolium",Kunth,"Piper tectoniifolium Kunth"
PIPERACEAE,"Piper truncatum",Vell.,"Piper truncatum Vell."
PIPERACEAE,"Piper velutinibaccum",C.DC.,"Piper velutinibaccum C.DC."
PIPERACEAE,"Piper vicosanum",Yunck.,"Piper vicosanum Yunck."
PIPERACEAE,"Piper viminifolium",Trel.,"Piper viminifolium Trel."
PIPERACEAE,"Piper xylosteoides","(Kunth) Steud.","Piper xylosteoides (Kunth) Steud."
PIPERACEAE,"Piper duartei","E.F.Guim. & Carv.-Silva","Piper duartei E.F.Guim. & Carv.-Silva"
PLAGIOCHILACEAE,"Plagiochila boryana","Gottsche ex Steph.","Plagiochila boryana Gottsche ex Steph."
PLAGIOGYRIACEAE,"Plagiogyria fialhoi","(FÃÂ©e & Glaz.) Copel.","Plagiogyria fialhoi (FÃÂ©e & Glaz.) Copel."
PLANTAGINACEAE,"Achetaria caparaoense","(Brade) V.C.Souza","Achetaria caparaoense (Brade) V.C.Souza"
PLANTAGINACEAE,"Achetaria latifolia",V.C.Souza,"Achetaria latifolia V.C.Souza"
PLANTAGINACEAE,"Angelonia alternifolia",V.C.Souza,"Angelonia alternifolia V.C.Souza"
PLANTAGINACEAE,"Angelonia crassifolia",Benth.,"Angelonia crassifolia Benth."
PLANTAGINACEAE,"Angelonia eriostachys",Benth.,"Angelonia eriostachys Benth."
PLANTAGINACEAE,"Angelonia integerrima",Spreng.,"Angelonia integerrima Spreng."
PLANTAGINACEAE,"Bacopa cochlearia","(Huber) L.B.Sm.","Bacopa cochlearia (Huber) L.B.Sm."
PLANTAGINACEAE,"Bacopa congesta","Chodat & Hassl.","Bacopa congesta Chodat & Hassl."
PLANTAGINACEAE,"Ildefonsia bibracteata",Gardner,"Ildefonsia bibracteata Gardner"
PLANTAGINACEAE,"Mecardonia grandiflora","(Benth.) Pennell","Mecardonia grandiflora (Benth.) Pennell"
PLANTAGINACEAE,"Plantago australis",Lam.,"Plantago australis Lam."
PLANTAGINACEAE,"Plantago catharinea",Decne.,"Plantago catharinea Decne."
PLANTAGINACEAE,"Plantago commersoniana",Decne.,"Plantago commersoniana Decne."
PLANTAGINACEAE,"Plantago guilleminiana",Decne.,"Plantago guilleminiana Decne."
PLANTAGINACEAE,"Plantago turficola",Rahn,"Plantago turficola Rahn"
PLANTAGINACEAE,"Stemodia harleyi",B.L.Turner,"Stemodia harleyi B.L.Turner"
PLANTAGINACEAE,"Stemodia hyptoides","Cham. & Schltdl.","Stemodia hyptoides Cham. & Schltdl."
PLANTAGINACEAE,"Stemodia microphylla",J.A.Schmidt,"Stemodia microphylla J.A.Schmidt"
PLANTAGINACEAE,"Stemodia stellata",B.L.Turner,"Stemodia stellata B.L.Turner"
PLANTAGINACEAE,"Stemodia stricta","Cham. & Schltdl.","Stemodia stricta Cham. & Schltdl."
PLANTAGINACEAE,"Stemodia trifoliata","(Link) Rchb.","Stemodia trifoliata (Link) Rchb."
PLANTAGINACEAE,"Stemodia veronicoides",J.A.Schmidt,"Stemodia veronicoides J.A.Schmidt"
POACEAE,"Acroceras excavatum","(Henrard) Zuloaga & Morrone","Acroceras excavatum (Henrard) Zuloaga & Morrone"
POACEAE,"Acroceras fluminense","(Hack.) Zuloaga & Morrone","Acroceras fluminense (Hack.) Zuloaga & Morrone"
POACEAE,"Agenium leptocladum","(Hack.) Clayton","Agenium leptocladum (Hack.) Clayton"
POACEAE,"Agrostis lenis","Roseng. et al.","Agrostis lenis Roseng. et al."
POACEAE,"Agrostis longiberbis","Hack. ex L.B.Sm.","Agrostis longiberbis Hack. ex L.B.Sm."
POACEAE,"Agrostis ramboi",Parodi,"Agrostis ramboi Parodi"
POACEAE,"Altoparadisium chapadense","Filg. et al.","Altoparadisium chapadense Filg. et al."
POACEAE,"Andropogon carinatus",Nees,"Andropogon carinatus Nees"
POACEAE,"Andropogon glaucophyllus","Roseng. et al.","Andropogon glaucophyllus Roseng. et al."
POACEAE,"Andropogon hypogynus",Hack.,"Andropogon hypogynus Hack."
POACEAE,"Anomochloa marantoidea",Brongn.,"Anomochloa marantoidea Brongn."
POACEAE,"Anthaenantiopsis fiebrigii",Parodi,"Anthaenantiopsis fiebrigii Parodi"
POACEAE,"Apoclada simplex","McClure & L.B.Sm.","Apoclada simplex McClure & L.B.Sm."
POACEAE,"Aristida brasiliensis",Longhi-Wagner,"Aristida brasiliensis Longhi-Wagner"
POACEAE,"Aristida constricta",Longhi-Wagner,"Aristida constricta Longhi-Wagner"
POACEAE,"Aristida laevis","(Nees) Kunth","Aristida laevis (Nees) Kunth"
POACEAE,"Aristida oligospira","(Hack.) Henrard","Aristida oligospira (Hack.) Henrard"
POACEAE,"Aristida sanctae-luciae",Trin.,"Aristida sanctae-luciae Trin."
POACEAE,"Arthropogon villosus",Nees,"Arthropogon villosus Nees"
POACEAE,"Arthropogon xerachne",Ekman,"Arthropogon xerachne Ekman"
POACEAE,"Arundinella deppeana","Nees ex Steud.","Arundinella deppeana Nees ex Steud."
POACEAE,"Aulonemia aristulata","(DÃÂ¶ll) McClure","Aulonemia aristulata (DÃÂ¶ll) McClure"
POACEAE,"Aulonemia effusa","(Hack.) McClure","Aulonemia effusa (Hack.) McClure"
POACEAE,"Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Aulonemia ulei (Hack.) McClure & L.B.Sm."
POACEAE,"Axonopus carajasensis",Bastos,"Axonopus carajasensis Bastos"
POACEAE,"Axonopus chrysoblepharis","(Lag.) Chase","Axonopus chrysoblepharis (Lag.) Chase"
POACEAE,"Axonopus comans","(Trin. ex DÃÂ¶ll) Kuhlm.","Axonopus comans (Trin. ex DÃÂ¶ll) Kuhlm."
POACEAE,"Axonopus complanatus","(Nees) Dedecca","Axonopus complanatus (Nees) Dedecca"
POACEAE,"Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","Axonopus fastigiatus (Nees ex Trin.) Kuhlm."
POACEAE,"Axonopus monticola",G.A.Black,"Axonopus monticola G.A.Black"
POACEAE,"Axonopus pressus","(Nees ex Steud.) Parodi","Axonopus pressus (Nees ex Steud.) Parodi"
POACEAE,"Axonopus ramboi",G.A.Black,"Axonopus ramboi G.A.Black"
POACEAE,"Axonopus uninodis","(Hack.) G.A.Black","Axonopus uninodis (Hack.) G.A.Black"
POACEAE,"Bothriochloa laguroides","(DC.) Herter","Bothriochloa laguroides (DC.) Herter"
POACEAE,"Briza brasiliensis","(Nees ex Steud.) Ekman","Briza brasiliensis (Nees ex Steud.) Ekman"
POACEAE,"Briza itatiaiae",Ekman,"Briza itatiaiae Ekman"
POACEAE,"Briza juergensii",Hack.,"Briza juergensii Hack."
POACEAE,"Briza parodiana","Roseng. et al.","Briza parodiana Roseng. et al."
POACEAE,"Briza scabra","(Nees ex Steud.) Ekman","Briza scabra (Nees ex Steud.) Ekman"
POACEAE,"Canastra aristella","(DÃÂ¶ll) Zuloaga & Morrone","Canastra aristella (DÃÂ¶ll) Zuloaga & Morrone"
POACEAE,"Canastra lanceolata","(Filg.) Morrone et al.","Canastra lanceolata (Filg.) Morrone et al."
POACEAE,"Chusquea attenuata","(DÃÂ¶ll) L.G. Clark","Chusquea attenuata (DÃÂ¶ll) L.G. Clark"
POACEAE,"Chusquea baculifera",Silveira,"Chusquea baculifera Silveira"
POACEAE,"Chusquea erecta",L.G.Clark,"Chusquea erecta L.G.Clark"
POACEAE,"Chusquea heterophylla",Nees,"Chusquea heterophylla Nees"
POACEAE,"Chusquea pinifolia","(Nees) Nees","Chusquea pinifolia (Nees) Nees"
POACEAE,"Chusquea pulchella",L.G.Clark,"Chusquea pulchella L.G.Clark"
POACEAE,"Chusquea tenuiglumis",DÃÂ¶ll,"Chusquea tenuiglumis DÃÂ¶ll"
POACEAE,"Colanthelia macrostachya","(Nees) McClure","Colanthelia macrostachya (Nees) McClure"
POACEAE,"Cryptochloa capillata","(Trin.) Soderstr.","Cryptochloa capillata (Trin.) Soderstr."
POACEAE,"Ctenium brevispicatum",J.G.Sm.,"Ctenium brevispicatum J.G.Sm."
POACEAE,"Ctenium cirrhosum","(Nees) Kunth","Ctenium cirrhosum (Nees) Kunth"
POACEAE,"Danthonia cirrata","Hack. & Arechav.","Danthonia cirrata Hack. & Arechav."
POACEAE,"Deschampsia caespitosa","(L.) P.Beauv.","Deschampsia caespitosa (L.) P.Beauv."
POACEAE,"Diandrolyra tatianae","Soderstr. & Zuloaga","Diandrolyra tatianae Soderstr. & Zuloaga"
POACEAE,"Dichanthelium surrectum","(Chase ex Zuloaga & Morrone) Zuloaga","Dichanthelium surrectum (Chase ex Zuloaga & Morrone) Zuloaga"
POACEAE,"Digitaria corynotricha","(Hack.) Henrard","Digitaria corynotricha (Hack.) Henrard"
POACEAE,"Digitaria neesiana",Henrard,"Digitaria neesiana Henrard"
POACEAE,"Eragrostis neesii",Trin.,"Eragrostis neesii Trin."
POACEAE,"Erianthecium bulbosum",Parodi,"Erianthecium bulbosum Parodi"
POACEAE,"Eriochrysis filiformis","(Hack.) Filg.","Eriochrysis filiformis (Hack.) Filg."
POACEAE,"Filgueirasia cannavieira","(Silveira) Guala","Filgueirasia cannavieira (Silveira) Guala"
POACEAE,"Glaziophyton mirabile",Franch.,"Glaziophyton mirabile Franch."
POACEAE,"Gymnopogon burchellii","(Munro ex DÃÂ¶ll) Ekman","Gymnopogon burchellii (Munro ex DÃÂ¶ll) Ekman"
POACEAE,"Gymnopogon doellii","Boechat & Valls","Gymnopogon doellii Boechat & Valls"
POACEAE,"Hymenachne donacifolia","(Raddi) Chase","Hymenachne donacifolia (Raddi) Chase"
POACEAE,"Hymenachne pernambucensis","(Spreng.) Zuloaga","Hymenachne pernambucensis (Spreng.) Zuloaga"
POACEAE,"Ichnanthus bambusiflorus","(Trin.) DÃÂ¶ll","Ichnanthus bambusiflorus (Trin.) DÃÂ¶ll"
POACEAE,"Leersia ligularis",Trin.,"Leersia ligularis Trin."
POACEAE,"Lithachne horizontalis",Chase,"Lithachne horizontalis Chase"
POACEAE,"Loudetia flammida","(Trin.) C.E.Hubb.","Loudetia flammida (Trin.) C.E.Hubb."
POACEAE,"Luziola brasiliensis","(Trin.) Pilg.","Luziola brasiliensis (Trin.) Pilg."
POACEAE,"Melica arzivencoi","Valls & Barcellos","Melica arzivencoi Valls & Barcellos"
POACEAE,"Merostachys abadiana",Send.,"Merostachys abadiana Send."
POACEAE,"Merostachys burmanii",Send.,"Merostachys burmanii Send."
POACEAE,"Merostachys caucaiana",Send.,"Merostachys caucaiana Send."
POACEAE,"Merostachys neesii",Rupr.,"Merostachys neesii Rupr."
POACEAE,"Merostachys scandens",Send.,"Merostachys scandens Send."
POACEAE,"Merostachys skvortzovii",Send.,"Merostachys skvortzovii Send."
POACEAE,"Mesosetum ferrugineum","(Trin.) Chase","Mesosetum ferrugineum (Trin.) Chase"
POACEAE,"Olyra fasciculata",Trin.,"Olyra fasciculata Trin."
POACEAE,"Olyra latispicula","Soderstr. & Zuloaga","Olyra latispicula Soderstr. & Zuloaga"
POACEAE,"Ophiochloa hydrolithica","Filg. et al.","Ophiochloa hydrolithica Filg. et al."
POACEAE,"Panicum brachystachyum",Trin.,"Panicum brachystachyum Trin."
POACEAE,"Panicum condensatum",Bertol.,"Panicum condensatum Bertol."
POACEAE,"Panicum gouinii",E.Fourn.,"Panicum gouinii E.Fourn."
POACEAE,"Panicum hylaeicum",Mez,"Panicum hylaeicum Mez"
POACEAE,"Panicum pedersenii",Zuloaga,"Panicum pedersenii Zuloaga"
POACEAE,"Pariana carvalhoi","R.P.Oliveira & Longhi-Wagner","Pariana carvalhoi R.P.Oliveira & Longhi-Wagner"
POACEAE,"Paspalum arundinellum",Mez,"Paspalum arundinellum Mez"
POACEAE,"Paspalum aspidiotes",Trin.,"Paspalum aspidiotes Trin."
POACEAE,"Paspalum biaristatum","Filg. & Davidse","Paspalum biaristatum Filg. & Davidse"
POACEAE,"Paspalum brachytrichum",Hack.,"Paspalum brachytrichum Hack."
POACEAE,"Paspalum burmanii","Filg. et al.","Paspalum burmanii Filg. et al."
POACEAE,"Paspalum cinerascens","(DÃÂ¶ll) A.G.Burm. & C.N.Bastos","Paspalum cinerascens (DÃÂ¶ll) A.G.Burm. & C.N.Bastos"
POACEAE,"Paspalum compressifolium",Swallen,"Paspalum compressifolium Swallen"
POACEAE,"Paspalum cromyorrhizon","Trin. ex DÃÂ¶ll","Paspalum cromyorrhizon Trin. ex DÃÂ¶ll"
