family,scientificName,action,situation,details,references
BROMELIACEAE,"Vriesea thyrsoidea","5.1.2 National level","on going","Categorizada como Deficiente de dados na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea thyrsoidea","1.1 Site/area protection","on going","Espécie ocorre no interior do interior do Parque Nacional da Serra dos Órgãos (J.A. Laombardi 8237).",
APOCYNACEAE,"Aspidosperma compactinervium","1 Land/water protection","on going","Coletada na RPPN Rio das Pedras (C.G.P Quinet 209).",
APOCYNACEAE,"Aspidosperma compactinervium","3.4 Ex-situ conservation","on going","Frutos conservados na carpoteca do Jardim Botânico do Rio de Janeiro (Souza, 1971).","De Souza, A.B., 1971. CATÁLOGO DA CARPOTECA DO JARDIM BOTÂNICO. PARTE I. Rodriguésia 339–365."
BROMELIACEAE,"Vriesea triligulata","1.1 Site/area protection","on going","Espécie ocorre no interior do interior do Parque Nacional da Serra dos Órgãos (G. Martinelli, 2570) e no Parque Estadual do Desengano  (A. Costa 317) .",
APOCYNACEAE,"Aspidosperma ingratum","1 Land/water protection","on going","Ocorre da Área de Proteção Ambiental (APA) de Macaé de Cima (G. Martinelli 11913).",
APOCYNACEAE,"Ditassa imbricata","1 Land/water protection","on going","Segundo o volume II do Plano de Manejo do Parque Nacional da Serra dos Órgãos (anexos), a espécie ocorre dentro da Unidade de Conservação (MMA).","Castro, E.B. V, 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos. Brasília, Inst. Chico Mendes Conserv. da Biodiversidade, Portaria ICMBio."
BROMELIACEAE,"Vriesea vidalii","1.1 Site/area protection","on going","Espécie ocorre no interior do interior do Parque Nacional da Serra dos Órgãos (M. Nadruz 1740). ",
APOCYNACEAE,"Ditassa maricaensis","1 Land/water protection","on going","Encontrada na Área de Proteção Ambiental (APA) de Massambaba (D.A. Carvalho 57).",
APOCYNACEAE,"Ditassa subumbellata","1 Land/water protection","on going","Espécie registrada no Parque Nacional da Tijuca (Konno, 2005, tese não publicada; Rapini com. pess.).",
BROMELIACEAE,"Vriesea warmingii","1.1 Site/area protection","on going","A espécie ocorre no interior da Área de Proteção Ambiental da Prainha (J.M.A. Braga 7383).",
MYRTACEAE,"Campomanesia hirsuta","1.1 Site/area protection","on going","Ocorre no PARNA do Itatiaia (J.M.A. Braga 2537; W. Duarte Barros 279) e na REBIO União (P.P. Oliveira 940).",
MYRTACEAE,"Campomanesia hirsuta","5.4.1 International level",,"A espécie é considerada ""Em Perigo"" (EN), segundo a Lista Vermelha da IUCN (1998). ","World Conservation Monitoring Centre 1998. Campomanesia hirsuta. The IUCN Red List of Threatened Species. Version 2014.3. Disponível em <www.iucnredlist.org>. Acesso em 14 abril 2015."
MYRTACEAE,"Campomanesia hirsuta","5.1.2 National level","on going","Foi categorizada como ""Em perigo"" (EN) na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Vriesea zildae","1.1 Site/area protection","on going","Espécie ocorre no interior do interior do Parque Nacional da Serra dos Órgãos (R. Moura 770) e na Reserva Particular do Patrimônio Natural El Nagual (Moura e Costa, 2014). ","Moura, R.L.; Costa, A.F. Taxonomic Notes on Vriesea Sect. Xiphion (Bromeliaceae) with Descriptions of Three New Species. 2014 Systematic Botany, v.39, n. 3, p. 791-803. "
APOCYNACEAE,"Gonolobus dorothyanus","5.1.2 National level","on going","Protegida pela portaria 443/2014 do Ministério do Meio Ambiente, avaliada pelo CNCFlora como “Criticamente em perigo” (CR).",
APOCYNACEAE,"Gonolobus dorothyanus","1 Land/water protection","on going","Encontrada na Área de Proteção Ambiental (APA) de Massambaba (de Araújo et al., 2009)","De Araujo, D.S.D., de Sá, C.F.C., Fontella-Pereira, J., Garcia, D.S., Ferreira, M.V., Paixão, R.J., Schneider, S.M., Fonseca-Kruel, V.S., 2009. Área de Proteção Ambiental de Massambaba, Rio de Janeiro: caracterização fitofisionômica e florística. Rodriguésia 67–96."
APOCYNACEAE,"Macroditassa laxa","1 Land/water protection","on going","Encontrada no Parque Nacional da Serra dos Órgãos (Fontella-Pereira e Ferreira, 2005).","FONTELLA-PEREIRA, J., FERREIRA, M.V., 2005. O gênero Macroditassa (Apocynaceae-Asclepiadoideae) no Brasil. Bonplandia 7–34."
APOCYNACEAE,"Macroditassa laxa","1 Land/water protection","on going","Coletada na Reserva Ecológica de Macaé de Cima (S.V.A. Pessoa 138), hoje Área de Proteção Ambiental (APA).",
APOCYNACEAE,"Macroditassa laxa","1 Land/water protection","on going","Encontrada no Parque Nacional do Caparaó (Rapini, com. pess.).",
RUTACEAE,"Almeidea limae","1.1 Site/area protection","on going","Espécie ocorre no interior da Estação Ecológica Estadual de Paraíso (R. Guedes 2232). ",
APOCYNACEAE,"Mandevilla crassinoda","1 Land/water protection","on going","Ocorre no Parque Estadual da Serra da Tiririca (de Barros et al., 2009), no Parque Estadual da Chacrinha (Mauad, 2010) e no Parque Nacional da Tijuca (D. Sucre 1640).","Barros, A.A.M., 2008. Análise florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Esc. Nac. Botânica Trop. Rio Janeiro, Bras. Tese Doutorado.;Mauad, L.P., 2010. Levantamento florístico de um remanescente florestal de Mata Atlântica no maciço do Itaoca, Campos dos Goytacazes, RJ. Monogr. do curso Ciências Biológicas. Univ. Estadual do Norte Flum. Darcy Ribeiro, Campos dos Goytacazes. 83p."
FABACEAE,"Senegalia mikanii","1.1 Site/area protection","on going","Coletada no Parque Natural Municipal da Prainha (J.M.A. Braga 7439), no Pico do Alto Moirão (R.H.P. Andreata 616), que está inserido no PE da Serra da Tiririca, e perto das praias de José Gonçalves (P.R. do C. Farág 380) e Caravelas (H.C. de Lima 5417), área contida na APA do Pau Brasil.",
APOCYNACEAE,"Marsdenia glaziovii","3.4 Ex-situ conservation","on going","Os registros de coleta da espécie referentes ao estado do Pernambuco, são de espécies em cultivo (B. Pickel 1843).",
FABACEAE,"Swartzia glazioviana","5.1.2 National level","on going","Categorizada como ""vulnerável"" (VU B1ab(iii)) na Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção (MMA, 2014). ","Ministério do Meio Ambiente, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Portaria 443 - 17/12/2014. República Federativa do Brasil."
FABACEAE,"Swartzia glazioviana","1.1 Site/area protection","on going","A região entorno da Praia do Peró, onde a espécie foi coletada (H.C. de Lima 2867) está inserida na APA do Pau Brasil.",
APOCYNACEAE,"Monsanima tinguaensis","1 Land/water protection","on going","Ocorre na Reserva Biológica do Tinguá (Soares e Silva et al., 2014).",
FABACEAE,"Swartzia submontana","1.1 Site/area protection","on going","Ocorre no PARNA do Itatiaia (W.D. de Barros 136).",
MARANTACEAE,"Goeppertia dorothyae","1.1 Site/area protection","on going","A espécie foi registrada dentro dos limites da Área de Proteção Ambiental de Massambaba, na Reserva Ecológica de Jacarepiá (Braga, 2012).","Braga, J.M.A. 2012. Transfer of the Brazilian species Calathea dorothyae to the genus Goeppertia (Marantaceae). Phytotaxa 62: 10."
MYRTACEAE,"Campomanesia lundiana","5.4.1 International level","on going","É considerada ""Extinta"" (EX) segundo a Lista Vermelha da IUCN (1998). ","World Conservation Monitoring Centre, 1998. Campomanesia lundiana. The IUCN Red List of Threatened Species. Version 2014.3. Disponível em <www.iucnredlist.org>. Acesso em 14 abril 2015."
MARANTACEAE,"Goeppertia fatimae","1.1 Site/area protection",needed,"A espécie não possui registro dentro de nenhuma categoria de unidade de conservação.",
MARANTACEAE,"Goeppertia fatimae","3.4.1 Captive breeding/artificial propagation",needed,"Apesar da espécie ser cultivada em áreas particulares, como o Sítio Burle Marx (H. Kennedy 4700), ainda não existe nenhuma iniciativa com o intuito de reproduzir este táxon de maneira sistemática.",
FABACEAE,"Poecilanthe fluminensis","1.1 Site/area protection","on going","Amplamente coletada no PARNA de Itatiaia (J.E.Meireles, 581).",
FABACEAE,"Moldenhawera polysperma","1.1 Site/area protection","on going","Ocorre na ESEC de Paraíso (M. Peron 934), ARIE Floresta da Cicuta (H.C. de Lima 6087), REBIO da União (L.P.de Queiroz 15853) e REBIO do Tinguá (H.C. de Lima 6576).",
APOCYNACEAE,"Orthosia arenosa","1 Land/water protection","on going","Ocorre no Parque Nacional de Jurubatiba (N. Marquete 390) e na APA Massambaba (J. Fontella 3110).",
APOCYNACEAE,"Oxypetalum costae","1 Land/water protection","on going","Ocorre no Parque Nacional do Itatiaia (F. Markgraf 3644; Braga et al. 1570).",
MALPIGHIACEAE,"Heteropterys ternstroemiifolia","1 Land/water protection","on going","A espécie ocorre dentro das UCs RPPN Rio das Pedras, Parque Estadual da Serra da Tiririca e no PARNA da Tijuca.",
MALPIGHIACEAE,"Heteropterys ternstroemiifolia","5.4.2 National level","on going","A espécie foi incluída na Lista Vermelha da Flora do Brasil, na categoria ""Em perigo"" (EN) (MMA, 2014).","MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
OCHNACEAE,"Luxemburgia glazioviana","1.1 Site/area protection","on going","Apresenta registros no Parque Nacional Serra dos Órgãos (M.Nadruz 2120; A.C.Brade 16550), na APA Macaé de Cima ( J. F. A. Baumgratz 493), na REBio Tinguá (H.C.de Lima 6003) e no Parque Nacional do Desengano (R.C.Forzza 3445).",
RUTACEAE,"Conchocarpus ovatus","1.1 Site/area protection","on going","Espécie ocorre no interior do Parque Estadual da Serra da Tiririca (A.A.M. de Barros 3035).",
OCHNACEAE,"Ouratea grandifolia","1.1 Site/area protection","on going","Apresenta registros de ocorrência em diferentes localidades da REBio Poço das Antas (H.C.de Lima 4947; J.M.A.Braga 2733).",
MARANTACEAE,"Goeppertia grazielae","3.4.1 Captive breeding/artificial propagation",needed,"Apesar da espécie ser cultivada em áreas particulares, como o Sítio Burle Marx (H. Kennedy 4699), ainda não existe nenhuma iniciativa com o intuito de reproduzir este táxon de maneira sistemática.",
MARANTACEAE,"Goeppertia reginae","1.1 Site/area protection",needed,"A espécie, apesar de ser encontrada dentro de fragmentos florestais situadas em propriedades privadas (Universidade Santa Úrsula e Colégio Santo Inacio), não encontrava-se legalmente protegida por nenhuma categoria de unidade de conservação; entretanto, recentemente Braga (2008) indicou a ocorrência de uma subpopulação dentro dos limites do Parque Estadual da Serra da Tiririca, porém situada muito próxima de área residencial que ainda persiste dentro dos limites do parque.","Braga, J.M.A. 2008. Two new species of Calathea (Marantaceae) from South-eastern Brazil. Kew Bulletin. 63: 309–314"
MYRTACEAE,"Eugenia cambucae","1.1 Site/area protection","on going","Ocorre no PE do Desengano (C. Farney 1460).",
MALPIGHIACEAE,"Janusia diminuta","1 Land/water protection","on going","A única coleta da espécie foi feita na Área de Proteção Ambiental do Pau-Brasil (Sebastiani e Mamede, 2014). ","Sebastiani e Mamede 2014. Two new species of Janusia. Hoehnea 41(1): 121-127"
MARANTACEAE,"Goeppertia sphaerocephala","1.1 Site/area protection",needed,"Atualmente, com base nos registros de coleta, suspeita-se que G. sphaerocephala não se encotre protegida dentro dos limties de nenhuma unidade de consevação; há referência da presença da espécie no Corcovado (A.F.M. Glaziou 4226), o que representaria estar dentro dos limites do Parque Nacional da Tijuca, porém este registro possui mais de 130 anos e a espécie nunca mais foi recoletada na localidade.",
RUTACEAE,"Conchocarpus sordidus","1.1 Site/area protection","on going","A espécie ocorre no Parque Nacional da Tijuca (Pirani, 2014).","Pirani, J.R. 2014. Rutaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 15 Abr. 2015"
LOGANIACEAE,"Strychnos dantaensis","1.1 Site/area protection",needed,"A unica subpopulação conhecida desta espécie encontra-se protegida dentro dos limites da Reserva Biológica de Poços das Antas, local onde também é conduzido o projeto de recuoeração das populações de Leontopithecus
rosalia L. (mic0-leão-dourado), o que alça luz à proteção efetiva dos remanescentes florestais desta importante unidade de conservação, uma das poucas áreas aonde ainda é possível encontrar florestas aluviais em bom estado de conservação  (Guedes-Bruni et al., 2006; Manoel et al., 2012).","Manoel, E.A., Carrijo, T.T., Guimarães, E.F. 2012. A new species of Strychnos sect. longiflorae (Loganiaceae). Systematic Botany, 37(1):254-257.;Guedes-Bruni, R. R., Silva Neto, S.J., Morim, M.P., Mantovani, W. 2006. Composição florística e estrutura de dossel em trecho de floresta ombrófila densa atlântica sobre morrote mamelonar na Reserva Biológica de Poço das Antas, Rio de Janeiro, Brasil. Rodriguésia. 57: 429–442."
LOGANIACEAE,"Strychnos dantaensis","5.1.4 Scale unspecified","on going","Em sua descrição, a espécie foi categorizada por Manoel et al.(2012) como Em Perigo (EN) em relação ao seu risco de extinção.","Manoel, E.A., Carrijo, T.T., Guimarães, E.F. 2012. A new species of Strychnos sect. longiflorae (Loganiaceae). Systematic Botany, 37(1):254-257."
LOGANIACEAE,"Strychnos jacarepiensis","1.1 Site/area protection","on going","A espécie foi registrada dentro dos limites do Parque Estadual da Costa do Sol, no núcleo Massambaba da referida unidade de conservação (Silva, 2014), também conhecida como Reserva Ecolológica Estadual de Jacarepiá (Manoel e Guimarães, 2011).","Silva, R.F.M. 2014. Regeneração natural em Floresta Seca de Restinga. Dissertação de Mestrado. Instituto de Pesquisas Jardim Botânico do Rio de Janeiro / Escola Nacional de Botânica Tropical.;Manoel, E.A., Guimarães, E.F. 2011. Strychnos jacarepiensis, a new species of Loganiaceae from Brazil. Kew Bulletin 66: 295-298."
OCHNACEAE,"Ouratea stipulata","1.1 Site/area protection","on going","Ocorre em áreas protegidas na Floresta da Cicuta no município de Volta Redonda (G.R.Souza et al. 94), na Reserva Ecológica do Guapiaçu no município de Cachoeira de Macacu (A.Quinet 1086), na REBio Tinguá em Nova Iguaçu e na cidade do Rio de Janeiro no Parque Ecológico da Prainha (M.C.Souza s.n., CEN 71259), em diferentes localidades no Parque Nacional da Tijuca (A.S.Fonseca; D.Sucre 8799; V.F.Ferreira 248; ) e no Horto Florestal (V.Maiyo s.n., RB 403197).",
MYRTACEAE,"Eugenia cinerascens","1.1 Site/area protection","on going","Ocorre no PARNA da Tijuca (A. Quinet 1064) e no PARNA da Serra dos Órgãos (M. Nadruz 1742).",
MALPIGHIACEAE,"Stigmaphyllon affine","1 Land/water protection","on going","A espécie foi coletada no Arboreto do JBRJ (RB 301445) e na APA de Macaé de Cima (Amorim 289)",
GESNERIACEAE,"Besleria melancholica","1 Land/water protection","on going","Encontrada no Parque Nacional da Serra dos Órgãos (A.P. Duarte 1605), no Parque Nacional da Tijuca (L.C. Pinagé 10), na Estação Ecológica Estadual de Paraíso (S.V.A. Pessoa 574) e, aparentemente na RPPN Barra do Sana (M.G. Bovini 2250).",
MALPIGHIACEAE,"Stigmaphyllon carautae","5.1.2 National level","on going","A espécie foi incluída na Lista Vermelha da Flora do Brasil, na categoria ""Criticamente em perigo"" (CR) (MMA, 2014).","MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
CUCURBITACEAE,"Gurania cogniauxiana","1 Land/water protection","on going","A espécie foi coletada no PARNA da Tijuca (Victorio s.n., RB 54285).",
PICRAMNIACEAE,"Picramnia grandifolia","1.1 Site/area protection","on going","A espécie foi coletada no interior do Parque Estadual da Serra da Tiririca (A.A.M. de Barros, 4608). ",
MYRTACEAE,"Eugenia corcovadensis","1.1 Site/area protection","on going","Ocorre no PARNA da Tijuca (S. de V.A.Pessoa 984), na ESEC Estadual de Paraíso (R. Guedes 2242) e na APA Maricá (D.S.D. Araújo 6768).",
FABACEAE,"Dalbergia glaziovii","4.3 Awareness & communications","on going","Categorizada como espécie rara por Guedes-Bruni et al (2009).","Guedes-Bruni, R. R., da Silva, A. G., & Mantovani, W. (2009). Rare canopy species in communities within the Atlantic Coastal Forest in Rio de Janeiro State, Brazil. Biodiversity and conservation, 18(2), 387-403."
POACEAE,"Chusquea tenuis","1.1 Site/area protection","on going","A espécie possivelmente foi coletada no interior do Parque Nacional do Itatiaia (A.F.M. Glaziou 9056).",
FABACEAE,"Martiodendron fluminense","1.1 Site/area protection","on going","Ocorre na Rebio da União (P.P. Oliveira 890) e Rebio de Poço das Antas (D.R.M. Neves 1257).",
MYRTACEAE,"Eugenia crenata","1.1 Site/area protection","on going","Ocorre na ESEC do Paraíso (H.C. de Lima 2278).",
MYRTACEAE,"Eugenia crenata","3.4 Ex-situ conservation","on going","Cultivada no Arboreto do Jardim Botânico do Rio de Janeiro (M.C. Souza 375).",
CUCURBITACEAE,"Wilbrandia glaziovii","1 Land/water protection","on going","A espécie ocorre no Parque Estadual da Serra da Tiririca (A.A.M de Barros 1935; P.W.Feteira 201) e na APA da Prainha (J.M.A.Braga 3527).",
FABACEAE,"Luetzelburgia trialata","4.3 Awareness & communications","on going","Avaliada como ""Criticamente em Perigo"" (CR B1ab) por Cardoso (2014).","Cardoso, D.B.O.S., Queiroz, L.P., Lima, H.C., 2014. A taxonomic revision of the South American papilionoid genus Luetzelburgia (Fabaceae). Botanical Journal of the Linnean Society 175(3): 328-375."
FABACEAE,"Luetzelburgia trialata","1.1 Site/area protection","on going","Encontrada na ESEC Estadual de Paraíso (H.C. de Lima 4326). O Morro do Sumaré, localidade de coleta da espécie (W.A. Ducke 19280), está inserido no PARNA da Tijuca.",
RANUNCULACEAE,"Anemone assisbrasiliana","1.1 Site/area protection","on going","A espécie possui registros de coletas dentro dos limites do Parque Nacional do Itatiaia (A.B.Pereira 126)",
FABACEAE,"Lupinus dusenianus","1.1 Site/area protection","on going","Ocorre no PARNA de Itatiaia (G. Heiden 981).",
FABACEAE,"Ormosia altimontana","1.1 Site/area protection","on going","Ocorre no PARNA de Itatiaia (H.C. de Lima 6464).",
DIOSCOREACEAE,"Dioscorea bradei","1 Land/water protection","on going","A espécie ocorre no PARNA de Itatiaia (Brade 17479).",
MYRTACEAE,"Eugenia expansa","1.1 Site/area protection","on going","APA Cairuçu (M.G. Bovini 598) REBIO Poço das Antas (S.M. Barreto s.n., RB 406799) ESEC Estadual de Paraíso (H.C. de Lima 2627) PARNA Itatiaia (C. Barros s.n., RB 7766)",
DIOSCOREACEAE,"Dioscorea campanulata","1 Land/water protection","on going","A espécie foi encontrada recentemente em trilhas do PARNASO (Couto, com. pess.).",
POACEAE,"Dichanthelium cucaense","1.1 Site/area protection","on going","Espécie presente no PARNA Serra dos Órgãos (Zuloaga e Morrone, 1991).","Zuloaga, F. O. & O. N. Morrone. 1991. New species of Panicum subgenus Dichanthelium (Poaceae: Paniceae) from South America. Ann. Missouri Bot. Gard. 78(1): 152–163."
MELASTOMATACEAE,"Miconia klotzschii","1.1 Site/area protection","on going","Ocorre na APA-Cairuçú (Baumgratz et al., 2014).","Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
POACEAE,"Dichanthelium itatiaiae","1.1 Site/area protection","on going","Espécie coletada no interior do Parque Nacional do Itatiaia (Dalmolim e Zanin, 2014). ","Dalmolim, E.B. & Zanin, A. 2014. Dichanthelium (Poaceae).. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 17 Abr. 2015"
RUBIACEAE,"Bathysa sylvestrae","1.1 Site/area protection","on going","A espécie ocorre em localidades da Reserva Ecológica de Guapiaçu (R.Finotti 278) e da Estação Ecológica Estadual do Paraíso (B.Kurtz s.n., CEPEC 146182).",
BEGONIACEAE,"Begonia antonietae","1 Land/water protection","on going","Ocorre no Parque Nacional do Itatiaia  (A.C. Brade 20339).",
BEGONIACEAE,"Begonia collaris","1 Land/water protection","on going","Encontrada na Reserva Ecológica de Macaé de Cima (E.L. Jacques 201).",
BEGONIACEAE,"Begonia concinna","3.4 Ex-situ conservation","on going","Segundo registro de coleta, a planta é cultivada no Jardim Botânico do Rio de Janeiro (A.P. Duarte 5263).",
BEGONIACEAE,"Begonia concinna","1 Land/water protection","on going","Coletada na Reserva Ecológica de Macaé de Cima (E.L. Jacques 201).",
BEGONIACEAE,"Begonia dentatiloba","1 Land/water protection","on going","Ocorre na Reserva Ecológica Municipal de Macaé de Cima (E.L. Jacques 249).",
BEGONIACEAE,"Begonia depauperata","1 Land/water protection","on going","Encontrada no Parque Nacional da Bocaina (M. Nadruz 638).",
BEGONIACEAE,"Begonia edmundoi","1 Land/water protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (R.A. Engelmann 126).",
DIOSCOREACEAE,"Dioscorea itatiaiensis","1 Land/water protection","on going","A espécie ocorre no PARNA do Itatiaia (Campos Porto 2707).",
BEGONIACEAE,"Begonia epipsila","1 Land/water protection","on going","Encontrada no Parque Nacional da Tijuca (C.N. Fraga 1127).",
BEGONIACEAE,"Begonia fagifolia","1 Land/water protection","on going","Encontrada no Parque Nacional da Tijuca (A.C. Brade 1551).",
BEGONIACEAE,"Begonia lanstyakii","1 Land/water protection","on going","Encontrada no Parque Nacional do Itatiaia (S.J. Silva Neto 1834).",
BEGONIACEAE,"Begonia lunaris","1 Land/water protection","on going","Encontrada na Estação Ecológica do Paraíso (C.M. Vieira 159) e na Reserva Ecológica de Guapiaçu (R.A. Engelmann RE0559).",
BEGONIACEAE,"Begonia olsoniae","1 Land/water protection","on going","Encontrada na APA Cairuçú (L. Sylvestre 558), Parque Nacional do Itatiaia (R.R. Guedes 2492) e na estação Ecológica de Paraíso (C.M. Vieira 165).",
BEGONIACEAE,"Begonia pseudolubbersii","3.4 Ex-situ conservation","on going","Cultivada no Jardim Botânico do Rio de Janeiro (A.P. Duarte 3643).",
BEGONIACEAE,"Begonia ramentacea","1 Land/water protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (R.A. Engelmann 114).",
BEGONIACEAE,"Begonia rubropilosa","1 Land/water protection","on going","Encontrada na Reserva Biológica de Rio das Pedras (M. Guerra Santos 1383).",
BEGONIACEAE,"Begonia sanguinea","1 Land/water protection","on going","Encontrada no Parque Municipal Ecológico da Prainha (C.A. Zaldini 14), Estação Ecológica Estadual de Paraíso (C.M. Vieira 139) e no Parque Nacional da Tijuca (Santana et al., inédito.).",
BEGONIACEAE,"Begonia semidigitata","1 Land/water protection","on going","Encontrada no Parque Nacional da Serra dos Órgãos (A.C. Brade 20043).",
BEGONIACEAE,"Begonia velloziana","1 Land/water protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (E. Simonis s.n., NMNH-BOTANY_BR 2959433.2530347).",
LENTIBULARIACEAE,"Utricularia geminiloba","1.1 Site/area protection","on going","A espécie possui registros dentro das seguintes unidades de conservação: Parque Nacional da Serra dos Órgãos (M. Nadruz 1747), Área de Proteção Ambiental de Macaé de Cima (G. Martinelli 11804), Área de Proteção Ambiental da Região Serrana de Petrópolis (A.C. Brade 18655), Parque Nacional do Itatiaia (A.C. Brade 18655) e Parque Estadual do Desengano (G. Martinelli 13387)",
DIOSCOREACEAE,"Dioscorea margarethia","1 Land/water protection","on going","Existem apenas duas coletas da espécie, ambas dentro do PARNA da Tijuca (D.Sucre 9919).",
CAMPANULACEAE,"Lobelia santos-limae","1 Land/water protection","on going","Encontrada no Parque Estadual do Desengano (G. Martinelli 13277).",
MYRTACEAE,"Eugenia grazielae","1.1 Site/area protection","on going","Ocorre no Parque do Jardim Botânico (F.C. Pinheiro 7; R. Marquete 1331) e no Parque Lage (R. Marquete 2102), que são áreas de proteção ambiental.",
FABACEAE,"Peltogyne mattosiana","1.1 Site/area protection","on going","Ocorre no PE do Desengano (Moreno et al., 2003).","Moreno, M.R., Nascimento, M.T., Kurtz, B.C., 2003. Estrutura e composição florística do estrato arbóreo em duas zonas altitudinais na Mata Atlântica de encosta da região do Imbé, RJ. Acta Bot. Brasilica 17, 371–386."
MELASTOMATACEAE,"Miconia ovalifolia","1.1 Site/area protection","on going","Ocorre no Parque Nacional do Itatiaia (J.F.A. Baumgratz 1036).",
RUBIACEAE,"Chomelia monantha","1.1 Site/area protection","on going","A espécie ocorre em diferentes localidades do Parque Nacional de Itatiaia, próximas as áreas do Monte Serrat (P. Campos Porto 1801), abrigo 4 (S.J.Silva Neto 1849) e Lago azul (H.C.de Lima 70).",
DIOSCOREACEAE,"Dioscorea pedalis","1.1 Site/area protection","on going","Apresenta registro no Parque Nacional de Itatiaia (Glaziou 8993)",
MYRTACEAE,"Eugenia irirensis","1.1 Site/area protection","on going","Ocorre no Morro da Taquara (D. Sucre 9135), que está inserido no PARNA da Tijuca.",
SAPINDACEAE,"Allophylus heterophyllus","1.1 Site/area protection",,"Coletada no interior do Parque Estadual da Serra da Tiririca (A.A.M. de Barros 2968), na Área de Proteção Ambiental Estadual de Mangaratiba  e no Parque Nacional da Tijuca (Somner, et al., 2014).","Somner, G.V.; Ferrucci, M.S. & Coelho, R.L.G. 2014. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br> . Acesso em: 20 Abr. 2015"
MELASTOMATACEAE,"Miconia penduliflora","1.1 Site/area protection","on going","Ocorre no Parque Estadual do Desengano e APA-Petrópolis (Baumgratz et al., 2014).","Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
LAMIACEAE,"Hedeoma crenatum","1 Land/water protection","on going","Encontrada no Parque Nacional do Itatiaia (P. Occhioni 9204).

",
SAPINDACEAE,"Allophylus membranifolius","1.1 Site/area protection","on going","Espécie coletada no interior da Reserva Biológica de Poço das Antas (S. de V. A. Pessôa 706) e do Parque Estadual da Serra do Conduru (A. Martini s.n., CEPEC 122735).",
MYRTACEAE,"Eugenia itaguahiensis","3.4.1 Captive breeding/artificial propagation","on going","A espécie é cultivada no Jardim Botânico do Rio de Janeiro (M.D. Campos 147; 160; M.C. Souza 315; 371).",
RUBIACEAE,"Coussarea coffeoides","1.1 Site/area protection","on going","O Morro da Babilônia é abrangido pela APA dos Morro da Babilônia e de São João e pela APA da Paisagem Carioca (Synai et al., 2014).","Sinay, L., de Sinay, M.C.F., de Barros Pena, I.A., 2014. Parque Natural Municipal da Paisagem Carioca: ecoturismo e sustentabilidade. Rev. Bras. Ecoturismo 7, 500–516."
