family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria
ORCHIDACEAE,"Pabstiella purpurea","(Seehawer) Luer & Toscano",done,review,DD,
LOASACEAE,"Aosa uleana","(Urb. & Gilg) Weigend",done,review,CR,B2ab(iii)
BEGONIACEAE,"Begonia tomentosa",Schott,validation,,,
MORACEAE,"Ficus nevesiae",Carauta,validation,review,EN,"B2ab(i,ii,iii,iv)"
ORCHIDACEAE,"Brasiliorchis moutinhoi","(Pabst) F.Barros & L.Guimarães",done,comments,DD,
CACTACEAE,"Schlumbergera russelliana","(Hook.) Britton & Rose",validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,review,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,review,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,review,,,
,,,open,,,
,,,review,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
,,,review,,,
,,,review,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,open,,,
,,,validation,,,
,,,open,,,
,,,open,,,
