family,acceptedNameUsage,valid,invalid,validated,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
Poaceae,"Glaziophyton mirabile",8,13,21,5,21,5,0,8,18,26,"391,5km²","36,0km²"
Thismiaceae,"Thismia glaziovii",0,0,0,7,0,1,6,0,7,7,n/a,n/a
COMMELINACEAE,"Dichorisandra picta",3,1,4,0,3,1,0,3,1,4,"53,46km²","12,0km²"
Bromeliaceae,"Neoregelia paratiensis",1,1,2,0,2,0,0,1,1,2,"275,36km²","4,0km²"
Poaceae,"Chusquea sclerophylla",3,8,11,0,11,0,0,3,8,11,"273,89km²","4,0km²"
Gesneriaceae,"Besleria macahensis",0,0,0,0,0,0,0,0,0,0,n/a,n/a
CACTACEAE,"Rhipsalis triangularis",14,0,14,0,13,1,0,13,1,14,"0,31km²","4,0km²"
Myrtaceae,"Myrcia innovans",3,10,13,3,6,9,1,1,15,16,"4,11km²","12,0km²"
Amaryllidaceae,"Worsleya procera",0,0,0,61,43,18,0,0,61,61,"41,91km²","28,0km²"
ORCHIDACEAE,"Pabstiella dracula",3,0,3,0,3,0,0,3,0,3,"496,88km²","8,0km²"
Acanthaceae,"Aphelandra stephanophysa",4,2,6,0,3,3,0,3,3,6,"43,84km²","12,0km²"
Acanthaceae,"Justicia meyeniana",24,10,34,0,32,2,0,23,11,34,"5.681,99km²","68,0km²"
Amaryllidaceae,"Griffinia intermedia",0,2,2,9,10,1,0,0,11,11,"283,3km²","20,0km²"
Orchidaceae,"Pabstiella pantherina",0,0,0,0,0,0,0,0,0,0,n/a,n/a
ACANTHACEAE,"Aphelandra bradeana",2,3,5,0,4,1,0,2,3,5,"274,21km²","4,0km²"
ACANTHACEAE,"Aphelandra rigida",3,4,7,0,2,5,0,1,6,7,"273,16km²","4,0km²"
ACANTHACEAE,"Herpetacanthus delicatus",1,1,2,0,1,1,0,1,1,2,"274,82km²","4,0km²"
ACANTHACEAE,"Herpetacanthus parvispica",1,0,1,0,1,0,0,1,0,1,"274,22km²","4,0km²"
ACANTHACEAE,"Justicia itatiaiensis",2,0,2,0,2,0,0,2,0,2,"274,21km²","4,0km²"
ACANTHACEAE,"Justicia nervata",8,3,11,0,10,1,0,8,3,11,"344,72km²","12,0km²"
ACANTHACEAE,"Justicia polita",32,4,36,0,36,0,0,32,4,36,"2.978,94km²","60,0km²"
ACANTHACEAE,"Staurogyne brachiata",5,3,8,0,5,3,0,4,4,8,"86,46km²","12,0km²"
ACANTHACEAE,"Staurogyne euryphylla",4,5,9,0,7,2,0,3,6,9,"253,58km²","12,0km²"
AMARYLLIDACEAE,"Griffinia rochae",0,0,0,2,1,1,0,0,2,2,"274,32km²","4,0km²"
ANEMIACEAE,"Anemia candidoi",1,1,2,0,2,0,0,1,1,2,n/a,n/a
ANNONACEAE,"Annona ferruginea",3,1,4,0,3,1,0,3,1,4,"4,48km²","8,0km²"
ANNONACEAE,"Annona parviflora",40,34,74,0,55,19,0,35,39,74,"7.237,28km²","72,0km²"
ANNONACEAE,"Duguetia microphylla",8,8,16,0,11,5,0,8,8,16,"283,33km²","16,0km²"
ANNONACEAE,"Duguetia pohliana",5,7,12,0,8,4,0,4,8,12,"611,26km²","16,0km²"
ANNONACEAE,"Hornschuchia alba",16,8,24,0,19,5,0,12,12,24,"23,54km²","24,0km²"
ANNONACEAE,"Trigynaea axilliflora",13,11,24,0,22,2,0,12,12,24,"791,58km²","24,0km²"
ANNONACEAE,"Unonopsis riedeliana",4,2,6,0,3,3,0,3,3,6,"1.869,73km²","12,0km²"
ANTHOCEROTACEAE,"Anthoceros lamellatus",1,1,2,0,2,0,0,1,1,2,"273,82km²","4,0km²"
APIACEAE,"Eryngium fluminense",7,7,14,2,10,6,0,5,11,16,"178,4km²","16,0km²"
APOCYNACEAE,"Aspidosperma compactinervium",7,43,50,8,31,27,0,4,54,58,"414.221,57km²","40,0km²"
APOCYNACEAE,"Aspidosperma ingratum",0,11,11,2,10,3,0,0,13,13,"273,55km²","4,0km²"
APOCYNACEAE,"Cynanchum brasiliense",3,3,6,0,4,2,0,2,4,6,"519,12km²","8,0km²"
APOCYNACEAE,"Ditassa fontellae",0,2,2,0,2,0,0,0,2,2,n/a,n/a
APOCYNACEAE,"Ditassa guilleminiana",9,3,12,3,10,5,0,8,7,15,"2.700,99km²","28,0km²"
APOCYNACEAE,"Ditassa imbricata",2,7,9,0,8,1,0,1,8,9,"273,89km²","4,0km²"
APOCYNACEAE,"Ditassa maricaensis",47,2,49,0,49,0,0,47,2,49,"1.163,3km²","56,0km²"
APOCYNACEAE,"Ditassa subumbellata",3,0,3,0,3,0,0,3,0,3,"549,73km²","8,0km²"
APOCYNACEAE,"Forsteronia linearis",0,2,2,0,0,2,0,0,2,2,n/a,n/a
APOCYNACEAE,"Gonolobus dorothyanus",2,3,5,0,5,0,0,2,3,5,"274,98km²","4,0km²"
APOCYNACEAE,"Macroditassa laxa",4,3,7,0,7,0,0,4,3,7,"285,2km²","16,0km²"
APOCYNACEAE,"Mandevilla crassinoda",11,2,13,4,12,5,0,9,8,17,"328.469,16km²","32,0km²"
APOCYNACEAE,"Marsdenia glaziovii",1,10,11,0,2,9,0,0,11,11,n/a,n/a
APOCYNACEAE,"Matelea fournieri",5,7,12,1,13,0,0,5,8,13,"60.262,53km²","20,0km²"
APOCYNACEAE,"Matelea quinquedentata",2,12,14,1,14,1,0,2,13,15,n/a,n/a
APOCYNACEAE,"Monsanima tinguaensis",0,0,0,0,0,0,0,0,0,0,n/a,n/a
APOCYNACEAE,"Orthosia arenosa",13,15,28,1,17,12,0,11,18,29,"2.291,94km²","28,0km²"
APOCYNACEAE,"Orthosia umbrosa",0,6,6,0,0,6,0,0,6,6,n/a,n/a
APOCYNACEAE,"Oxypetalum costae",2,0,2,0,2,0,0,2,0,2,"318,73km²","8,0km²"
APOCYNACEAE,"Oxypetalum lutescens",1,6,7,3,7,3,0,1,9,10,"273,39km²","4,0km²"
APOCYNACEAE,"Oxypetalum schottii",5,6,11,2,7,6,0,4,9,13,"369,95km²","20,0km²"
AQUIFOLIACEAE,"Ilex cognata",1,0,1,0,0,1,0,0,1,1,n/a,n/a
AQUIFOLIACEAE,"Ilex friburgensis",1,6,7,0,1,6,0,1,6,7,"273,39km²","4,0km²"
AQUIFOLIACEAE,"Ilex glazioviana",1,4,5,0,2,3,0,1,4,5,"273,89km²","4,0km²"
AQUIFOLIACEAE,"Ilex longipetiolata",7,5,12,0,4,8,0,2,10,12,"547,27km²","8,0km²"
AQUIFOLIACEAE,"Ilex organensis",2,0,2,0,1,1,0,1,1,2,"273,83km²","4,0km²"
AQUIFOLIACEAE,"Ilex schwackeana",2,5,7,0,4,3,0,2,5,7,"545,73km²","8,0km²"
AQUIFOLIACEAE,"Ilex virgata",1,1,2,0,0,2,0,0,2,2,n/a,n/a
ARACEAE,"Anthurium aduncum",0,1,1,0,0,1,0,0,1,1,n/a,n/a
ARACEAE,"Anthurium augustinum",2,10,12,14,17,9,0,2,24,26,"11.934,28km²","24,0km²"
ARACEAE,"Anthurium binotii",10,14,24,2,18,8,0,10,16,26,"4.975,86km²","36,0km²"
ARACEAE,"Anthurium bragae",5,5,10,2,12,0,0,5,7,12,"16,22km²","20,0km²"
ARACEAE,"Anthurium harrisii",0,0,0,272,230,42,0,0,272,272,"400.375,35km²","424,0km²"
ARACEAE,"Anthurium laucheanum",7,14,21,1,17,5,0,7,15,22,"836,6km²","20,0km²"
ARACEAE,"Anthurium lhotzkyanum",23,28,51,9,52,8,0,23,37,60,"6.118,85km²","80,0km²"
ARACEAE,"Anthurium lucidum",8,28,36,5,32,9,0,8,33,41,"567,15km²","20,0km²"
ARACEAE,"Anthurium luschnathianum",24,13,37,1,37,1,0,24,14,38,"25.236,21km²","44,0km²"
ARACEAE,"Anthurium nitidulum",0,5,5,2,2,5,0,0,7,7,n/a,n/a
ARACEAE,"Anthurium simonii",11,9,20,0,20,0,0,11,9,20,"91,52km²","16,0km²"
ARACEAE,"Anthurium validinervium",1,3,4,1,4,1,0,1,4,5,"372,72km²","8,0km²"
ARACEAE,"Asterostigma concinnum",0,5,5,0,4,1,0,0,5,5,n/a,n/a
ARACEAE,"Philodendron alternans",4,4,8,0,7,1,0,4,4,8,"267,63km²","16,0km²"
ARACEAE,"Philodendron fragile",9,10,19,0,19,0,0,9,10,19,"231,45km²","20,0km²"
ARACEAE,"Philodendron millerianum",1,3,4,0,4,0,0,1,3,4,"273,45km²","4,0km²"
ARACEAE,"Philodendron nadruzianum",1,0,1,0,1,0,0,1,0,1,"272,44km²","4,0km²"
ARACEAE,"Wolffiella neotropica",3,5,8,0,8,0,0,3,5,8,"548,8km²","8,0km²"
ARALIACEAE,"Dendropanax heterophyllus",3,15,18,3,13,8,0,3,18,21,"2.774,95km²","12,0km²"
ARALIACEAE,"Dendropanax langsdorfii",23,14,37,2,33,6,0,20,19,39,"2.142,52km²","44,0km²"
ARALIACEAE,"Dendropanax trilobus",17,6,23,5,23,4,1,14,14,28,"1,22km²","8,0km²"
ARALIACEAE,"Hydrocotyle alpestris",5,0,5,0,4,1,0,4,1,5,"1,86km²","12,0km²"
ARALIACEAE,"Hydrocotyle bradei",4,2,6,2,8,0,0,4,4,8,"441,53km²","8,0km²"
ARALIACEAE,"Hydrocotyle ulei",5,0,5,1,6,0,0,5,1,6,"285,86km²","12,0km²"
ARALIACEAE,"Schefflera succinea",4,14,18,0,8,10,0,4,14,18,"663,63km²","12,0km²"
ARECACEAE,"Lytocaryum weddellianum",8,25,33,2,30,5,0,4,31,35,"5.694,34km²","24,0km²"
ARISTOLOCHIACEAE,"Aristolochia raja",18,0,18,16,30,3,1,18,16,34,"118.631,74km²","56,0km²"
ASPLENIACEAE,"Asplenium cariocanum",7,0,7,0,7,0,0,7,0,7,"3.587,92km²","16,0km²"
ASTERACEAE,"Austrocritonia rosea",6,0,6,3,9,0,0,6,3,9,"86,89km²","12,0km²"
ASTERACEAE,"Austrocritonia taunayana",5,2,7,1,8,0,0,5,3,8,"4.269,82km²","20,0km²"
ASTERACEAE,"Austroeupatorium petrophilum",0,1,1,0,1,0,0,0,1,1,n/a,n/a
ASTERACEAE,"Baccharis alpestris",4,3,7,1,6,2,0,3,5,8,"273,89km²","4,0km²"
ASTERACEAE,"Baccharis bifrons",12,1,13,1,11,3,0,11,3,14,"318,86km²","36,0km²"
ASTERACEAE,"Baccharis ciliata",7,8,15,1,15,1,0,7,9,16,"372,44km²","8,0km²"
ASTERACEAE,"Baccharis friburgensis",2,3,5,0,5,0,0,2,3,5,"460,59km²","8,0km²"
ASTERACEAE,"Baccharis pseudovaccinioides",9,6,15,0,13,2,0,8,7,15,"2,27km²","16,0km²"
ASTERACEAE,"Barrosoa viridiflora",0,1,1,0,0,1,0,0,1,1,n/a,n/a
ASTERACEAE,"Calea wedelioides",4,8,12,1,7,6,0,4,9,13,"3.051,72km²","12,0km²"
ASTERACEAE,"Critoniopsis magdalenae",2,0,2,0,2,0,0,2,0,2,"272,46km²","4,0km²"
ASTERACEAE,"Dasyphyllum cryptocephalum",7,12,19,1,9,11,0,7,13,20,"1.301,03km²","28,0km²"
ASTERACEAE,"Dasyphyllum leptacanthum",18,42,60,3,55,8,0,18,45,63,"2.814,04km²","32,0km²"
ASTERACEAE,"Gamochaeta grazielae",1,0,1,0,1,0,0,1,0,1,"274,21km²","4,0km²"
ASTERACEAE,"Graphistylis cuneifolia",9,2,11,2,13,0,0,9,4,13,"1,97km²","12,0km²"
ASTERACEAE,"Lepidaploa araujoa",3,0,3,0,3,0,0,3,0,3,"273,21km²","4,0km²"
ASTERACEAE,"Lepidaploa coulonioides",0,6,6,17,23,0,0,0,23,23,"93.546,07km²","44,0km²"
ASTERACEAE,"Lepidaploa obtusifolia",30,36,66,2,40,28,0,28,40,68,"736,49km²","36,0km²"
ASTERACEAE,"Lepidaploa persicifolia",35,33,68,1,43,26,0,33,36,69,"82.837,06km²","92,0km²"
ASTERACEAE,"Lessingianthus glaziovianus",11,12,23,0,13,10,0,9,14,23,"75,22km²","20,0km²"
ASTERACEAE,"Macropodina bradei",5,4,9,0,8,1,0,5,4,9,"1.709,36km²","16,0km²"
ASTERACEAE,"Mikania alexandreae",2,10,12,0,12,0,0,2,10,12,"481,5km²","8,0km²"
ASTERACEAE,"Mikania cabrerae",3,1,4,0,4,0,0,3,1,4,"62,69km²","12,0km²"
ASTERACEAE,"Mikania campos-portoana",6,5,11,0,11,0,0,6,5,11,"2.904,51km²","16,0km²"
ASTERACEAE,"Mikania casarettoi",2,2,4,0,1,3,0,1,3,4,"274,82km²","4,0km²"
ASTERACEAE,"Mikania hastifolia",5,1,6,0,3,3,0,3,3,6,"3.240,3km²","12,0km²"
ASTERACEAE,"Mikania paranahybensis",0,2,2,0,1,1,0,0,2,2,n/a,n/a
ASTERACEAE,"Mikania pteropoda",10,6,16,1,15,2,0,10,7,17,"877,42km²","32,0km²"
ASTERACEAE,"Mikania vauthieriana",11,11,22,0,20,2,0,10,12,22,"4.753,95km²","28,0km²"
ASTERACEAE,"Ophryosporus organensis",2,1,3,0,3,0,0,2,1,3,"273,89km²","4,0km²"
ASTERACEAE,"Piptocarpha verticillata",10,12,22,0,17,5,0,8,14,22,"2,46km²","16,0km²"
ASTERACEAE,"Senecio arctiifolius",3,2,5,2,6,1,0,3,4,7,"45,27km²","12,0km²"
ASTERACEAE,"Senecio malacophyllus",2,1,3,0,3,0,0,2,1,3,"274,03km²","4,0km²"
ASTERACEAE,"Senecio ramentaceus",2,12,14,1,3,12,0,2,13,15,"536,2km²","8,0km²"
ASTERACEAE,"Stevia dubia",0,3,3,0,0,3,0,0,3,3,n/a,n/a
ASTERACEAE,"Stevia organensis",11,17,28,0,26,2,0,11,17,28,"395,76km²","24,0km²"
ASTERACEAE,"Stevia verticillata",2,5,7,0,6,1,0,2,5,7,"545,93km²","8,0km²"
ASTERACEAE,"Trichogoniopsis podocarpa",21,29,50,0,38,12,0,20,30,50,"6.192,89km²","40,0km²"
ASTERACEAE,"Wunderlichia insignis",4,26,30,2,8,24,0,4,28,32,"1.210,77km²","20,0km²"
BEGONIACEAE,"Begonia acetosa",0,7,7,1,0,8,0,0,8,8,n/a,n/a
BEGONIACEAE,"Begonia acida",0,4,4,0,2,2,0,0,4,4,n/a,n/a
BEGONIACEAE,"Begonia aconitifolia",0,0,0,29,28,1,0,0,29,29,"1.946.525,4km²","72,0km²"
BEGONIACEAE,"Begonia antonietae",1,2,3,0,3,0,0,1,2,3,"273,88km²","4,0km²"
BEGONIACEAE,"Begonia cariocana",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia cerasiphylla",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia collaris",15,4,19,2,18,2,1,15,6,21,"51,55km²","24,0km²"
BEGONIACEAE,"Begonia concinna",13,9,22,0,18,4,0,12,10,22,"85,61km²","12,0km²"
BEGONIACEAE,"Begonia cordata",0,0,0,1,1,0,0,0,1,1,"273,38km²","4,0km²"
BEGONIACEAE,"Begonia declinata",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia densifolia",4,0,4,1,5,0,0,4,1,5,"305,4km²","20,0km²"
BEGONIACEAE,"Begonia dentatiloba",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia depauperata",13,4,17,1,13,5,0,11,7,18,"3.594,06km²","32,0km²"
BEGONIACEAE,"Begonia edmundoi",15,12,27,3,28,1,1,15,15,30,"37,85km²","28,0km²"
BEGONIACEAE,"Begonia epipsila",8,7,15,0,15,0,0,8,7,15,"32,81km²","16,0km²"
BEGONIACEAE,"Begonia erecta",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia fabulosa",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia fagifolia",6,20,26,0,16,10,0,6,20,26,"389,32km²","8,0km²"
BEGONIACEAE,"Begonia fluminensis",2,1,3,1,2,1,1,1,3,4,"272,99km²","4,0km²"
BEGONIACEAE,"Begonia forgetiana",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia friburgensis",4,3,7,0,7,0,0,4,3,7,"409,03km²","12,0km²"
BEGONIACEAE,"Begonia jocelinoi",5,15,20,0,19,1,0,5,15,20,"80,79km²","12,0km²"
BEGONIACEAE,"Begonia lanstyakii",9,2,11,0,11,0,0,9,2,11,"490,52km²","8,0km²"
BEGONIACEAE,"Begonia lubbersii",1,1,2,1,1,1,1,1,2,3,"274,02km²","4,0km²"
BEGONIACEAE,"Begonia lunaris",9,6,15,0,15,0,0,9,6,15,"93,13km²","20,0km²"
BEGONIACEAE,"Begonia magdalenensis",1,3,4,0,4,0,0,1,3,4,"272,32km²","4,0km²"
BEGONIACEAE,"Begonia olsoniae",0,15,15,62,75,1,1,0,77,77,"53.833,66km²","112,0km²"
BEGONIACEAE,"Begonia parvifolia",0,0,0,9,4,5,0,0,9,9,"537,93km²","8,0km²"
BEGONIACEAE,"Begonia princeps",0,0,0,5,0,5,0,0,5,5,n/a,n/a
BEGONIACEAE,"Begonia pseudolubbersii",0,3,3,4,6,1,0,0,7,7,"5.492,99km²","12,0km²"
BEGONIACEAE,"Begonia ramentacea",0,5,5,53,44,11,3,0,58,58,"31.155,62km²","88,0km²"
BEGONIACEAE,"Begonia rotunda",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BEGONIACEAE,"Begonia rubropilosa",1,5,6,15,18,3,0,1,20,21,"84.837,69km²","24,0km²"
BEGONIACEAE,"Begonia sanguinea",0,3,3,54,49,8,0,0,57,57,"182.554,97km²","112,0km²"
BEGONIACEAE,"Begonia semidigitata",0,0,0,16,14,2,0,0,16,16,"25.034,1km²","40,0km²"
BEGONIACEAE,"Begonia valida",0,4,4,4,0,7,1,0,8,8,n/a,n/a
BEGONIACEAE,"Begonia velloziana",0,0,0,2,2,0,0,0,2,2,"273,89km²","4,0km²"
BIGNONIACEAE,"Adenocalymma bullatum",1,17,18,0,8,10,0,1,17,18,"274,26km²","4,0km²"
BIGNONIACEAE,"Bignonia costata",11,41,52,0,27,25,0,6,46,52,"1.714,84km²","20,0km²"
BIGNONIACEAE,"Fridericia elegans",17,12,29,4,18,11,4,13,20,33,"8.800,42km²","32,0km²"
BIGNONIACEAE,"Jacaranda crassifolia",6,2,8,0,6,2,0,5,3,8,"44,09km²","12,0km²"
BROMELIACEAE,"Aechmea caesia",0,4,4,32,32,4,0,0,36,36,"3.187,85km²","56,0km²"
BROMELIACEAE,"Aechmea cariocae",0,6,6,15,18,3,0,0,21,21,"1.359,91km²","40,0km²"
BROMELIACEAE,"Aechmea dealbata",0,2,2,12,11,3,0,0,14,14,"16.048,35km²","24,0km²"
BROMELIACEAE,"Aechmea fasciata",0,7,7,114,104,17,0,0,121,121,"12.362,09km²","164,0km²"
BROMELIACEAE,"Aechmea grazielae",2,1,3,0,3,0,0,2,1,3,"272,19km²","4,0km²"
BROMELIACEAE,"Aechmea paratiensis",1,4,5,0,5,0,0,1,4,5,"275,82km²","4,0km²"
BROMELIACEAE,"Aechmea prava",1,0,1,0,1,0,0,1,0,1,"275,48km²","4,0km²"
BROMELIACEAE,"Aechmea squarrosa",1,9,10,0,10,0,0,1,9,10,"274,87km²","4,0km²"
BROMELIACEAE,"Alcantarea farneyi",6,10,16,0,15,1,0,6,10,16,"8,33km²","12,0km²"
BROMELIACEAE,"Alcantarea geniculata",9,29,38,1,37,2,0,9,30,39,"970,56km²","32,0km²"
BROMELIACEAE,"Alcantarea glaziouana",23,24,47,7,44,10,0,22,32,54,"1.681,74km²","76,0km²"
BROMELIACEAE,"Alcantarea heloisae",6,1,7,0,7,0,0,6,1,7,"93,84km²","20,0km²"
BROMELIACEAE,"Alcantarea martinellii",3,0,3,0,3,0,0,3,0,3,"21,29km²","8,0km²"
BROMELIACEAE,"Alcantarea nevaresii",4,3,7,0,6,1,0,4,3,7,"547,09km²","8,0km²"
BROMELIACEAE,"Alcantarea tortuosa",2,3,5,0,5,0,0,2,3,5,"272,41km²","4,0km²"
BROMELIACEAE,"Billbergia amandae",0,0,0,0,0,0,0,0,0,0,n/a,n/a
BROMELIACEAE,"Billbergia brasiliensis",0,0,0,5,5,0,0,0,5,5,"635,51km²","16,0km²"
BROMELIACEAE,"Billbergia macracantha",0,0,0,1,1,0,0,0,1,1,"273,39km²","4,0km²"
BROMELIACEAE,"Canistropsis correia-araujoi",0,0,0,3,3,0,0,0,3,3,"274,95km²","4,0km²"
BROMELIACEAE,"Canistropsis elata",0,0,0,2,2,0,0,0,2,2,"533,67km²","8,0km²"
BROMELIACEAE,"Canistropsis marceloi",0,5,5,15,20,0,0,0,20,20,"7.472,69km²","44,0km²"
BROMELIACEAE,"Canistropsis pulcherrima",0,3,3,3,6,0,0,0,6,6,"549,92km²","8,0km²"
BROMELIACEAE,"Cryptanthus bromelioides",23,15,38,0,29,9,0,22,16,38,"433,15km²","32,0km²"
BROMELIACEAE,"Cryptanthus delicatus",1,0,1,0,1,0,0,1,0,1,"272,44km²","4,0km²"
BROMELIACEAE,"Cryptanthus sinuosus",10,5,15,0,13,2,0,10,5,15,"4.629,45km²","32,0km²"
BROMELIACEAE,"Dyckia martinellii",4,6,10,0,10,0,0,4,6,10,"439,65km²","8,0km²"
BROMELIACEAE,"Dyckia pseudococcinea",0,16,16,29,42,3,0,0,45,45,"21.110,61km²","36,0km²"
BROMELIACEAE,"Neoregelia abendrothae",5,1,6,1,7,0,0,5,2,7,"489,36km²","20,0km²"
BROMELIACEAE,"Neoregelia bragarum",5,7,12,0,11,1,0,4,8,12,"547,07km²","8,0km²"
BROMELIACEAE,"Neoregelia camorimiana",1,1,2,0,1,1,0,1,1,2,"274,88km²","4,0km²"
BROMELIACEAE,"Neoregelia carinata",1,0,1,0,1,0,0,1,0,1,"273,73km²","4,0km²"
BROMELIACEAE,"Neoregelia coimbrae",4,2,6,0,6,0,0,4,2,6,"383,67km²","16,0km²"
BROMELIACEAE,"Neoregelia coriacea",3,2,5,0,5,0,0,3,2,5,"425,08km²","12,0km²"
BROMELIACEAE,"Neoregelia correia-araujoi",1,1,2,0,2,0,0,1,1,2,"274,93km²","4,0km²"
BROMELIACEAE,"Neoregelia desenganensis",1,0,1,0,1,0,0,1,0,1,"272,39km²","4,0km²"
BROMELIACEAE,"Neoregelia eltoniana",7,3,10,1,10,1,0,7,4,11,"484,47km²","24,0km²"
BROMELIACEAE,"Neoregelia fluminensis",2,1,3,0,3,0,0,2,1,3,"546,92km²","8,0km²"
BROMELIACEAE,"Neoregelia fosteriana",6,5,11,0,8,3,0,5,6,11,"37,13km²","12,0km²"
BROMELIACEAE,"Neoregelia gavionensis",1,2,3,0,3,0,0,1,2,3,"273,76km²","4,0km²"
BROMELIACEAE,"Neoregelia ilhana",1,0,1,0,1,0,0,1,0,1,"272,38km²","4,0km²"
BROMELIACEAE,"Neoregelia indecora",3,5,8,0,4,4,0,3,5,8,"739,92km²","12,0km²"
BROMELIACEAE,"Neoregelia kuhlmannii",1,3,4,0,4,0,0,1,3,4,"275,05km²","4,0km²"
BROMELIACEAE,"Neoregelia lactea",2,1,3,0,3,0,0,2,1,3,"435,35km²","8,0km²"
BROMELIACEAE,"Neoregelia leucophoea",4,4,8,0,8,0,0,4,4,8,"2.510,67km²","12,0km²"
BROMELIACEAE,"Neoregelia longipedicellata",2,0,2,0,2,0,0,2,0,2,"344,16km²","8,0km²"
BROMELIACEAE,"Neoregelia macahensis",5,3,8,0,7,1,0,5,3,8,"1.698,43km²","16,0km²"
BROMELIACEAE,"Neoregelia macwilliamsii",2,0,2,1,2,0,1,2,1,3,"550,91km²","8,0km²"
BROMELIACEAE,"Neoregelia martinellii",1,5,6,0,4,0,2,1,5,6,"275,07km²","4,0km²"
BROMELIACEAE,"Neoregelia nevaresii",1,2,3,0,3,0,0,1,2,3,"274,97km²","4,0km²"
BROMELIACEAE,"Neoregelia petropolitana",4,0,4,0,4,0,0,4,0,4,"353,32km²","12,0km²"
BROMELIACEAE,"Neoregelia roethii",0,1,1,3,2,2,0,0,4,4,"273,64km²","4,0km²"
BROMELIACEAE,"Neoregelia rubrovittata",1,0,1,0,1,0,0,1,0,1,"273,64km²","4,0km²"
BROMELIACEAE,"Neoregelia sapiatibensis",9,3,12,0,12,0,0,9,3,12,"279,1km²","16,0km²"
BROMELIACEAE,"Neoregelia tenebrosa",4,1,5,0,5,0,0,4,1,5,"8,82km²","12,0km²"
BROMELIACEAE,"Neoregelia uleana",1,2,3,0,0,3,0,0,3,3,n/a,n/a
BROMELIACEAE,"Neoregelia watersiana",1,0,1,0,1,0,0,1,0,1,"272,35km²","4,0km²"
BROMELIACEAE,"Nidularium altimontanum",11,9,20,0,20,0,0,11,9,20,"14,75km²","12,0km²"
BROMELIACEAE,"Nidularium angustifolium",10,16,26,0,26,0,0,10,16,26,"2.777,02km²","28,0km²"
BROMELIACEAE,"Nidularium apiculatum",6,1,7,0,7,0,0,6,1,7,"3,02km²","16,0km²"
BROMELIACEAE,"Nidularium atalaiaense",2,2,4,0,4,0,0,2,2,4,"320,84km²","8,0km²"
BROMELIACEAE,"Nidularium fradense",8,7,15,0,15,0,0,8,7,15,"1.928,32km²","28,0km²"
BROMELIACEAE,"Nidularium fulgens",48,23,71,0,64,7,0,48,23,71,"4.589,49km²","80,0km²"
BROMELIACEAE,"Nidularium itatiaiae",21,15,36,1,36,1,0,21,16,37,"228,73km²","44,0km²"
BROMELIACEAE,"Nidularium mangaratibense",3,0,3,0,3,0,0,3,0,3,"274,9km²","4,0km²"
BROMELIACEAE,"Nidularium organense",1,0,1,0,1,0,0,1,0,1,"273,49km²","4,0km²"
BROMELIACEAE,"Nidularium rosulatum",14,13,27,0,22,5,0,13,14,27,"6.420,56km²","40,0km²"
BROMELIACEAE,"Nidularium utriculosum",4,12,16,1,16,1,0,4,13,17,"35,78km²","12,0km²"
BROMELIACEAE,"Nidularium viridipetalum",3,3,6,0,6,0,0,3,3,6,"20,59km²","12,0km²"
BROMELIACEAE,"Pitcairnia albiflos",5,35,40,47,80,7,0,5,82,87,"209,52km²","76,0km²"
BROMELIACEAE,"Pitcairnia beycalema",2,4,6,0,3,3,0,2,4,6,"547,22km²","8,0km²"
BROMELIACEAE,"Pitcairnia corcovadensis",0,21,21,58,64,15,0,0,79,79,"63.572,36km²","76,0km²"
BROMELIACEAE,"Pitcairnia encholirioides",7,9,16,1,17,0,0,7,10,17,"39,65km²","16,0km²"
BROMELIACEAE,"Pitcairnia insularis",2,2,4,0,4,0,0,2,2,4,"274,59km²","4,0km²"
BROMELIACEAE,"Pitcairnia staminea",1,24,25,49,62,12,0,0,74,74,"17.970,26km²","68,0km²"
BROMELIACEAE,"Pitcairnia suaveolens",0,3,3,9,12,0,0,0,12,12,"100.110,82km²","44,0km²"
BROMELIACEAE,"Pitcairnia wendtiae",5,9,14,0,14,0,0,5,9,14,"295,56km²","4,0km²"
BROMELIACEAE,"Quesnelia edmundoi",2,21,23,31,51,3,0,2,52,54,"17.605,41km²","84,0km²"
BROMELIACEAE,"Quesnelia lateralis",1,23,24,109,122,11,0,1,132,133,"14.921,6km²","140,0km²"
BROMELIACEAE,"Quesnelia seideliana",0,5,5,20,20,5,0,0,25,25,"10.780,7km²","40,0km²"
BROMELIACEAE,"Tillandsia brachyphylla",19,13,32,0,28,4,0,18,14,32,"277,9km²","16,0km²"
BROMELIACEAE,"Tillandsia carminea",8,3,11,0,10,1,0,8,3,11,"128,4km²","20,0km²"
BROMELIACEAE,"Tillandsia grazielae",5,5,10,0,9,1,0,5,5,10,"1.562,2km²","12,0km²"
