"family","scientificName","action","situation"
ORCHIDACEAE,Constantia cipoensis,4.1 Maintenance/Conservation,needed,
ORCHIDACEAE,Constantia cristinae,1.2.1.2 National level,on going,
ORCHIDACEAE,Constantia microscopica,1.2.1.2 National level,on going,
ORCHIDACEAE,Constantia microscopica,4.4 Protected areas,on going,
ORCHIDACEAE,Constantia microscopica,5.7 Ex situ conservation actions,,
ORCHIDACEAE,Constantia rupestris,1.2.1.2 National level,on going,
ORCHIDACEAE,Coppensia macronyx,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia macronyx,4.3 Corridors,on going,
ORCHIDACEAE,Coppensia majevskyi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia montana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia ramosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia varicosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia varicosa,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Coppensia warmingii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia warmingii,5.7 Ex situ conservation actions,,
ORCHIDACEAE,Coppensia warmingii,5.1 Re-introductions,on going,
ORCHIDACEAE,Coppensia doniana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Coppensia doniana,4.4 Protected areas,on going,
ORCHIDACEAE,Coppensia doniana,5.7 Ex situ conservation actions,,
ORCHIDACEAE,Coryanthes speciosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Corymborkis flava,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Corymborkis flava,3.3 Biology and Ecology,,
ORCHIDACEAE,Cranichis candida,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cranichis candida,3.8 Conservation measures,,
ORCHIDACEAE,Cranichis muscosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyanaeorchis arundinae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyanaeorchis arundinae,4.4 Protected areas,on going,
ORCHIDACEAE,Cyclopogon dutrae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cycnoches pentadactylum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium blanchetii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium braemii,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium brandonianum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium brandonianum,4.4 Protected areas,on going,
ORCHIDACEAE,Cyrtopodium caiapoense,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium dusenii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium dusenii,1.2.2.2 National level,on going,
ORCHIDACEAE,Cyrtopodium flavum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium fowliei,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium fowliei,4.4 Protected areas,on going,
ORCHIDACEAE,Cyrtopodium fowliei,4.1 Maintenance/Conservation,on going,
ORCHIDACEAE,Cyrtopodium gigas,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium gigas,4.1 Maintenance/Conservation,on going,
ORCHIDACEAE,Cyrtopodium hatschbachii,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium hatschbachii,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Cyrtopodium holstii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium lamellaticallosum,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium latifolium,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium linearifolium,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium linearifolium,4.4 Protected areas,,
ORCHIDACEAE,Cyrtopodium lissochiloides,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium lissochiloides,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium pallidum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium pallidum,4.4 Protected areas,on going,
ORCHIDACEAE,Cyrtopodium palmifrons,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium palmifrons,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Cyrtopodium paludicolum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium parviflorum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Cyrtopodium parviflorum,4.4 Protected areas,on going,
ORCHIDACEAE,Cyrtopodium poecilum var. roseum,1.2.1.2 National level,on going,
ORCHIDACEAE,Cyrtopodium triste,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dichaea anchorifera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dichaea mosenii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dimerandra emarginata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dimerandra emarginata,4.4 Protected areas,on going,
ORCHIDACEAE,Dryadella auriculigera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dryadella kautskyi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dryadella lilliputiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dryadella lilliputiana,4 Habitat and site-based actions,on going,
ORCHIDACEAE,Dryadella susanae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dungsia harpophylla,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Dungsia kautskyi,1.2.1.2 National level,on going,
ORCHIDACEAE,Dungsia kautskyi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Elleanthus linifolius,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Eltroplectris calcarata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Eltroplectris kuhlmanniana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Encyclia advena,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Encyclia bragancae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Encyclia fowliei,1.2.1.2 National level,on going,
ORCHIDACEAE,Epidendrum addae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum addae,4.4 Protected areas,on going,
ORCHIDACEAE,Epidendrum ansiferum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum caldense,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum carpophorum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum chlorinum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum chlorinum,4.4 Protected areas,on going,
ORCHIDACEAE,Epidendrum coronatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum cristatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum dendrobioides,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum ecostatum,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum ecostatum,4.1 Maintenance/Conservation,on going,
ORCHIDACEAE,Epidendrum filicaule,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum filicaule,4.4 Protected areas,on going,
ORCHIDACEAE,Epidendrum filicaule,3.8 Conservation measures,,
ORCHIDACEAE,Epidendrum geniculatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum geniculatum,4.4 Protected areas,on going,
ORCHIDACEAE,Epidendrum henschenii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum hololeucum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum infaustum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum kautskyi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum macrocarpum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum martianum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum martianum,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Epidendrum paranaense,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum polyanthum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum proligerum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum robustum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum saxatile,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum secundum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum secundum,4.4 Protected areas,on going,
ORCHIDACEAE,Epidendrum vesicatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum zappii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Epidendrum tridactylum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Erycina pusilla,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Eulophia ruwenzoriensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Eurystyles lorenzii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Galeandra beyrichii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Galeandra beyrichii,4.4 Protected areas,on going,
ORCHIDACEAE,Galeandra cristata,1.2.1.2 National level,on going,
ORCHIDACEAE,Galeandra cristata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Galeandra paraguayensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Galeandra paraguayensis,4.4 Protected areas,on going,
ORCHIDACEAE,Galeandra styllomisantha,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Galeottia ciliata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Geoblasta penicillata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Geoblasta penicillata,4.4 Protected areas,on going,
ORCHIDACEAE,Gomesa doeringii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Gomesa doeringii,3 Research actions,needed,
ORCHIDACEAE,Gomesa glaziovii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Gomesa glaziovii,4.4 Protected areas,on going,
ORCHIDACEAE,Gomesa gomezoides,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Gomesa gomezoides,4.4 Protected areas,on going,
ORCHIDACEAE,Gongora bufonia,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Gongora bufonia,4.4 Protected areas,on going,
ORCHIDACEAE,Gongora quinquenervis,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Gongora quinquenervis,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Govenia utriculata,1.2.1.3 Sub-national level,,
ORCHIDACEAE,Govenia utriculata,4.4 Protected areas,on going,
ORCHIDACEAE,Grandiphyllum divaricatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Grandiphyllum divaricatum,4.4 Protected areas,on going,
ORCHIDACEAE,Grandiphyllum hians,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Grandiphyllum hians,4.4 Protected areas,on going,
ORCHIDACEAE,Grobya cipoensis,1.2.1.2 National level,on going,
ORCHIDACEAE,Grobya cipoensis,4.4.3 Management,needed,
ORCHIDACEAE,Grobya fascifera,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Grobya fascifera,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria achalensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria achalensis,4.4 Protected areas,,
ORCHIDACEAE,Habenaria aphylla,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria aphylla,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria aphylla,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria armata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria armata,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria brachyplectron,1.2.1.2 National level,on going,
ORCHIDACEAE,Habenaria brachyplectron,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria brachyplectron,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria culicina,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria culicina,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria ernestulei,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria exaltata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria galeandriformis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria gourlieana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria hexaptera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria hexaptera,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria hydrophila,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria hydrophila,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria itaculumia,1.2.1.2 National level,on going,
ORCHIDACEAE,Habenaria itaculumia,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria jordanensis,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria jordanensis,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria leucosantha,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria leucosantha,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria macronectar,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria macronectar,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria novaesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria nuda,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria nuda,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria nuda,3.1 Taxonomy,needed,
ORCHIDACEAE,Habenaria piraquarensis,3.1 Taxonomy,needed,
ORCHIDACEAE,Habenaria piraquarensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria piraquarensis,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria regnellii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria regnellii,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria rodeiensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria rodeiensis,4.4 Protected areas,on going,
ORCHIDACEAE,Habenaria santensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria schwackei,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria trifida,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria umbraticola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Habenaria umbraticola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia brevipedunculata,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia brevipedunculata,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia brevipedunculata,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hadrolaelia brevipedunculata,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia coccinea,1.2.2.1 International level,on going,
ORCHIDACEAE,Hadrolaelia coccinea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia coccinea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia coccinea,4.4.2 Establishment,on going,
ORCHIDACEAE,Hadrolaelia grandis,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia grandis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia grandis,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia grandis,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia grandis,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Hadrolaelia grandis,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Hadrolaelia perrinii,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia perrinii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia perrinii,1.2.2.2 National level,on going,
ORCHIDACEAE,Hadrolaelia perrinii,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia perrinii,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Hadrolaelia perrinii,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Hadrolaelia pumila,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia pumila,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia pumila,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia pygmaea,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia pygmaea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia pygmaea,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia sincorana,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia sincorana,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia sincorana,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia tenebrosa,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia tenebrosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia tenebrosa,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia tenebrosa,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Hadrolaelia tenebrosa,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia virens,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia virens,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia virens,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia virens,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia virens,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hadrolaelia virens,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Hadrolaelia virens,3 Research actions,needed,
ORCHIDACEAE,Hadrolaelia virens,4.4.2 Establishment,on going,
ORCHIDACEAE,Hadrolaelia wittigiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia wittigiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia wittigiana,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia xanthina,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia xanthina,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia xanthina,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia xanthina,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia xanthina,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hadrolaelia purpurata,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia purpurata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia purpurata,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia alaori,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia alaori,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia jongheana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hadrolaelia jongheana,1.2.2.2 National level,on going,
ORCHIDACEAE,Hadrolaelia jongheana,1.2.2.1 International level,on going,
ORCHIDACEAE,Hadrolaelia jongheana,4.4 Protected areas,on going,
ORCHIDACEAE,Hadrolaelia jongheana,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Hadrolaelia jongheana,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Hadrolaelia lobata,1.2.1.1 International level,on going,
ORCHIDACEAE,Hadrolaelia lobata,1.2.1.2 National level,on going,
ORCHIDACEAE,Hadrolaelia lobata,4.4 Protected areas,on going,
ORCHIDACEAE,Hapalorchis lineatus,1.2.1.1 International level,on going,
ORCHIDACEAE,Hapalorchis lineatus,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hapalorchis lineatus,4.4.2 Establishment,on going,
ORCHIDACEAE,Heterotaxis sessilis,1.2.1.1 International level,on going,
ORCHIDACEAE,Heterotaxis sessilis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Heterotaxis sessilis,4.4.2 Establishment,on going,
ORCHIDACEAE,Heterotaxis sessilis,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Heterotaxis valenzuelana,1.2.1.1 International level,on going,
ORCHIDACEAE,Heterotaxis valenzuelana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Heterotaxis valenzuelana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Heterotaxis valenzuelana,4.4.2 Establishment,on going,
ORCHIDACEAE,Heterotaxis valenzuelana,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hoehneella heloisae,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoehneella heloisae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoehneella heloisae,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoehneella heloisae,4.4 Protected areas,on going,
ORCHIDACEAE,Hoffmannseggella briegeri,1.2.2.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella briegeri,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella caulescens,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella caulescens,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella caulescens,4.4 Protected areas,on going,
ORCHIDACEAE,Hoffmannseggella crispata,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella crispata,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella crispata,4.4 Protected areas,on going,
ORCHIDACEAE,Hoffmannseggella crispata,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hoffmannseggella endsfeldzii,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella endsfeldzii,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella endsfeldzii,4.4 Protected areas,on going,
ORCHIDACEAE,Hoffmannseggella ghillanyi,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella ghillanyi,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella milleri,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella milleri,1.2.1.2 National level,on going,
ORCHIDACEAE,Hoffmannseggella milleri,5.4 Recovery management,needed,
ORCHIDACEAE,Hoffmannseggella gloedeniana,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella gloedeniana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoffmannseggella gloedeniana,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Hoffmannseggella kautskyana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoffmannseggella kautskyana,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella mixta,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella mixta,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoffmannseggella munchowiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoffmannseggella munchowiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella cinnabarina,1.2.1.1 International level,on going,
ORCHIDACEAE,Hoffmannseggella cinnabarina,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Hoffmannseggella cinnabarina,4.4.2 Establishment,on going,
ORCHIDACEAE,Homalopetalum hypoleptum,1.2.1.1 International level,on going,
ORCHIDACEAE,Homalopetalum hypoleptum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Houlletia brocklehurstiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Houlletia brocklehurstiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Houlletia brocklehurstiana,4.4 Protected areas,on going,
ORCHIDACEAE,Huntleya meleagris,1.2.1.1 International level,on going,
ORCHIDACEAE,Huntleya meleagris,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Huntleya meleagris,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Huntleya meleagris,4.4.2 Establishment,on going,
ORCHIDACEAE,Ionopsis utricularioides,1.2.1.1 International level,on going,
ORCHIDACEAE,Ionopsis utricularioides,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Ionopsis utricularioides,4.4.2 Establishment,on going,
ORCHIDACEAE,Isabelia violacea,1.2.1.1 International level,on going,
ORCHIDACEAE,Isabelia violacea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Isabelia violacea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Isabelia violacea,4.4.2 Establishment,on going,
ORCHIDACEAE,Isabelia virginalis,1.2.1.1 International level,on going,
ORCHIDACEAE,Isabelia virginalis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Isabelia virginalis,4.4 Protected areas,on going,
ORCHIDACEAE,Jacquiniella globosa,1.2.1.1 International level,on going,
ORCHIDACEAE,Jacquiniella globosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Jacquiniella globosa,4.4.2 Establishment,on going,
ORCHIDACEAE,Koellensteinia tricolor,1.2.1.1 International level,on going,
ORCHIDACEAE,Koellensteinia tricolor,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Koellensteinia tricolor,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Lankesterella ceracifolia,1.2.1.1 International level,on going,
ORCHIDACEAE,Lankesterella ceracifolia,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Lankesterella ceracifolia,4.4.2 Establishment,on going,
ORCHIDACEAE,Lankesterella ceracifolia,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Lepanthopsis densiflora,1.2.1.1 International level,on going,
ORCHIDACEAE,Lepanthopsis densiflora,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Lepanthopsis floripecten,1.2.1.1 International level,on going,
ORCHIDACEAE,Lepanthopsis floripecten,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Lepanthopsis floripecten,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Lepanthopsis floripecten,4.4.2 Establishment,on going,
ORCHIDACEAE,Leptotes bicolor,1.2.1.1 International level,on going,
ORCHIDACEAE,Leptotes bicolor,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Leptotes bicolor,4.4.2 Establishment,on going,
ORCHIDACEAE,Leptotes bicolor,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Liparis vexillifera,1.2.1.1 International level,on going,
ORCHIDACEAE,Liparis vexillifera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Liparis vexillifera,4.4.2 Establishment,on going,
ORCHIDACEAE,Loefgrenianthus blanche-amesii,1.2.1.1 International level,on going,
ORCHIDACEAE,Loefgrenianthus blanche-amesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Loefgrenianthus blanche-amesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Loefgrenianthus blanche-amesii,4.4.2 Establishment,on going,
ORCHIDACEAE,Loefgrenianthus blanche-amesii,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Lophiaris schwambachiae,1.2.1.1 International level,on going,
ORCHIDACEAE,Lophiaris schwambachiae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Lyroglossa grisebachii,4.4.2 Establishment,on going,
ORCHIDACEAE,Lyroglossa grisebachii,1.2.1.1 International level,on going,
ORCHIDACEAE,Lyroglossa grisebachii,1.2.1.3 Sub-national level,on going,
